0 ~Minifig Hair with Ponytail and Baseball Cap - Cap Half
3 16 1.8525 -10.49 2.315 3.3325 -10.24 2.685 2.2358 -10.1112 3.7046
3 16 1.7112 -10.3198 3.0235 1.8525 -10.49 2.315 2.2358 -10.1112 3.7046
3 16 6.5575 3.775 15.0225 6.5525 2.21 14.735 8.13 3.6225 13.845
3 16 7.775 1.5875 13.6575 8.13 3.6225 13.845 6.5525 2.21 14.735
3 16 7.775 1.5875 13.6575 6.5525 2.21 14.735 5.2288 -1.1525 14.1575
3 16 5.4425 3.7075 15.435 6.5525 2.21 14.735 6.5575 3.775 15.0225
3 16 6.89 7.655 14.0925 5.8283 7.6642 15.2467 7.435 7.4475 13.915
3 16 8.9925 7.365 13.945 7.435 7.4475 13.915 6.7688 7.265 15.4775
3 16 9.1875 -2.0825 -10.3975 10.66 -0.8825 -10.0225 10.9775 -3.73 -7.98
3 16 9.5575 -5.0375 -8.4225 9.1875 -2.0825 -10.3975 10.9775 -3.73 -7.98
3 16 10.9775 -3.73 -7.98 10.66 -0.8825 -10.0225 11.6825 0.325 -9.7375
3 16 12.385 -2.26 -7.2925 10.9775 -3.73 -7.98 11.6825 0.325 -9.7375
3 16 11.6825 0.325 -9.7375 10.66 -0.8825 -10.0225 11.315 2.235 -11.43
3 16 10.1725 1.58 -11.8625 11.315 2.235 -11.43 10.66 -0.8825 -10.0225
4 16 10.1725 1.58 -11.8625 10.66 -0.8825 -10.0225 9.1875 -2.0825 -10.3975 8.945 0.7175 -12.255
3 16 1.7112 -10.3198 3.0235 0.9261 -10.4593 2.6222 1.8525 -10.49 2.315
3 16 0 -10.6975 1.365 1.8525 -10.49 2.315 0.9261 -10.4593 2.6222
3 16 8.56 3.09 -19.61 7.8125 2.585 -19.2625 6.7825 2.185 -20.8675
3 16 7.3425 2.5475 -21.32 8.56 3.09 -19.61 6.7825 2.185 -20.8675
3 16 8.515 2.7725 -17.52 7.8125 2.585 -19.2625 8.56 3.09 -19.61
3 16 9.41 3.3925 -17.71 8.515 2.7725 -17.52 8.56 3.09 -19.61
4 16 5.5267 -9.3542 0.9117 7.855 -8.2817 -1.0733 8.0625 -8.395 -0.2325 5.61 -9.5 1.7225
4 16 8.0625 -8.395 -0.2325 7.855 -8.2817 -1.0733 10.2317 -6.6908 -3.3033 10.5 -6.7675 -2.5075
3 16 5.9875 2.1475 -23.715 5.7567 2.1133 -23.2167 3.7333 1.3158 -24.3517
3 16 3.8275 1.2675 -24.9375 5.9875 2.1475 -23.715 3.7333 1.3158 -24.3517
3 16 7.5725 2.9333 -21.6508 5.7567 2.1133 -23.2167 5.9875 2.1475 -23.715
3 16 7.9425 3.065 -22.0225 7.5725 2.9333 -21.6508 5.9875 2.1475 -23.715
3 16 1.855 0.65 -24.4275 1.8367 0.8125 -24.9083 3.7333 1.3158 -24.3517
3 16 3.7275 1.115 -23.8625 1.855 0.65 -24.4275 3.7333 1.3158 -24.3517
4 16 0 0.635 -25.0733 1.8367 0.8125 -24.9083 1.855 0.65 -24.4275 0 0.4725 -24.62
4 16 3.5242 1.0992 -22.7258 1.805 0.6958 -23.17 1.8375 0.59 -23.8175 3.6275 1.02 -23.3
3 16 1.8375 0.59 -23.8175 1.805 0.6958 -23.17 0 0.5158 -23.2808
3 16 0 0.4125 -23.965 1.8375 0.59 -23.8175 0 0.5158 -23.2808
4 16 2.5388 -8.05 9.1513 3.3913 -6.77 10.8475 0 -6.4625 11.6875 0 -7.8075 9.7575
3 16 3.3913 -6.77 10.8475 4.22 -5.0338 12.2463 0 -4.745 13.345
3 16 0 -4.745 13.345 0 -6.4625 11.6875 3.3913 -6.77 10.8475
3 16 0.9261 -9.2707 6.8722 1.7112 -9.4102 6.2762 1.692 -8.907 7.7075
3 16 4.99 -10.105 -2.695 6.55 -9.5175 -3.26 5.235 -9.765 0.4475
3 16 7.24 -9.0875 -2.6 5.235 -9.765 0.4475 6.55 -9.5175 -3.26
3 16 7.24 -9.0875 -2.6 6.55 -9.5175 -3.26 7.0675 -9.3425 -4.9925
3 16 8.6975 -8.3 -5.095 7.24 -9.0875 -2.6 7.0675 -9.3425 -4.9925
3 16 7.0675 -9.3425 -4.9925 6.55 -9.5175 -3.26 5.2925 -10.0575 -5.0375
3 16 4.99 -10.105 -2.695 5.2925 -10.0575 -5.0375 6.55 -9.5175 -3.26
3 16 5.235 -9.765 0.4475 7.24 -9.0875 -2.6 7.7275 -8.68 -1.7475
3 16 7.7275 -8.68 -1.7475 7.24 -9.0875 -2.6 9.7725 -7.48 -4.625
3 16 10.1975 -7.0275 -4.05 7.7275 -8.68 -1.7475 9.7725 -7.48 -4.625
3 16 8.6975 -8.3 -5.095 9.7725 -7.48 -4.625 7.24 -9.0875 -2.6
3 16 13.3975 5.1925 -11.4894 13.5025 4.6075 -10.2688 12.4225 4.1875 -11.49
3 16 12.4325 3.2175 -10.48 12.4225 4.1875 -11.49 13.5025 4.6075 -10.2688
3 16 13.3275 3.405 -9.485 12.4325 3.2175 -10.48 13.5025 4.6075 -10.2688
3 16 11.6825 0.325 -9.7375 12.3775 1.57 -9.6275 12.9625 0.8075 -8.4975
3 16 12.385 -2.26 -7.2925 11.6825 0.325 -9.7375 12.9625 0.8075 -8.4975
4 16 12.9625 0.8075 -8.4975 12.3775 1.57 -9.6275 12.4325 3.2175 -10.48 13.3275 3.405 -9.485
3 16 12.4325 3.2175 -10.48 12.3775 1.57 -9.6275 11.6825 0.325 -9.7375
3 16 11.315 2.235 -11.43 12.4325 3.2175 -10.48 11.6825 0.325 -9.7375
3 16 11.7675 7.3275 -18.265 12.49 7.4625 -15.5175 12.7775 6.5275 -15.5425
3 16 12.0225 6.4625 -18.23 11.7675 7.3275 -18.265 12.7775 6.5275 -15.5425
4 16 12.7775 6.5275 -15.5425 12.49 7.4625 -15.5175 12.935 7.3075 -13.07 13.24 6.295 -13.18
3 16 9.7217 3.7958 -17.7525 10.3392 3.7592 -15.5883 10.0025 3.4025 -15.675
3 16 9.41 3.3925 -17.71 9.7217 3.7958 -17.7525 10.0025 3.4025 -15.675
3 16 10.0025 3.4025 -15.675 10.3392 3.7592 -15.5883 10.905 3.5758 -13.8358
3 16 0 -8.6025 8.3175 1.692 -8.907 7.7075 2.5388 -8.05 9.1513
3 16 0 -7.8075 9.7575 0 -8.6025 8.3175 2.5388 -8.05 9.1513
3 16 3.2475 -9.07 6.8775 2.9142 -8.8742 7.1983 2.5825 -9.35 6.71
3 16 2.5775 -8.8925 7.51 2.5825 -9.35 6.71 2.9142 -8.8742 7.1983
3 16 2.5775 -8.8925 7.51 2.9142 -8.8742 7.1983 3.6925 -8.1667 8.0725
3 16 3.3425 -8.22 8.5775 2.5775 -8.8925 7.51 3.6925 -8.1667 8.0725
3 16 3.6925 -8.1667 8.0725 2.9142 -8.8742 7.1983 3.2475 -9.07 6.8775
3 16 4.1 -8.3975 7.675 3.6925 -8.1667 8.0725 3.2475 -9.07 6.8775
3 16 10.905 3.5758 -13.8358 10.3392 3.7592 -15.5883 10.825 4.04 -15.655
3 16 10.825 4.04 -15.655 10.3392 3.7592 -15.5883 9.7217 3.7958 -17.7525
3 16 10.195 4.04 -17.8475 10.825 4.04 -15.655 9.7217 3.7958 -17.7525
3 16 0.9261 -10.4593 2.6222 0 -10.5082 2.562 0 -10.6975 1.365
4 16 11.6075 -4.88 -5.8525 10.675 -5.905 -6.255 10.9775 -3.73 -7.98 12.385 -2.26 -7.2925
4 16 10.9775 -3.73 -7.98 10.675 -5.905 -6.255 9.4375 -6.925 -6.7875 9.5575 -5.0375 -8.4225
3 16 9.4375 -6.925 -6.7875 10.675 -5.905 -6.255 9.7725 -7.48 -4.625
3 16 8.6975 -8.3 -5.095 9.4375 -6.925 -6.7875 9.7725 -7.48 -4.625
3 16 9.7725 -7.48 -4.625 10.675 -5.905 -6.255 11.6075 -4.88 -5.8525
3 16 10.1975 -7.0275 -4.05 9.7725 -7.48 -4.625 11.6075 -4.88 -5.8525
4 16 13.0825 5.5575 -13.335 13.3975 5.1925 -11.4894 10.9725 3.2575 -12.735 10.905 3.5758 -13.8358
3 16 10.9725 3.2575 -12.735 9.9725 2.54 -12.965 10.905 3.5758 -13.8358
3 16 9.815 2.86 -14.03 10.905 3.5758 -13.8358 9.9725 2.54 -12.965
3 16 9.815 2.86 -14.03 9.9725 2.54 -12.965 8.785 1.85 -13.2025
3 16 8.7908 2.2575 -14.1592 9.815 2.86 -14.03 8.785 1.85 -13.2025
3 16 8.785 1.85 -13.2025 6.4175 0.6225 -13.4575 6.0925 0.8575 -14.63
3 16 8.7908 2.2575 -14.1592 8.785 1.85 -13.2025 6.0925 0.8575 -14.63
4 16 6.6675 -0.525 -12.475 6.4175 0.6225 -13.4575 8.785 1.85 -13.2025 8.945 0.7175 -12.255
3 16 10.1725 1.58 -11.8625 8.945 0.7175 -12.255 9.9725 2.54 -12.965
3 16 8.785 1.85 -13.2025 9.9725 2.54 -12.965 8.945 0.7175 -12.255
4 16 10.9725 3.2575 -12.735 11.315 2.235 -11.43 10.1725 1.58 -11.8625 9.9725 2.54 -12.965
3 16 12.4325 3.2175 -10.48 11.315 2.235 -11.43 12.4225 4.1875 -11.49
3 16 10.9725 3.2575 -12.735 13.3975 5.1925 -11.4894 12.4225 4.1875 -11.49
3 16 11.315 2.235 -11.43 10.9725 3.2575 -12.735 12.4225 4.1875 -11.49
3 16 13.895 5.4725 -9.8725 13.8938 6.6513 -9.2263 14.365 6.5425 -7.275
3 16 14.325 5.215 -7.8325 13.895 5.4725 -9.8725 14.365 6.5425 -7.275
3 16 13.5825 5.9575 -11.3575 13.37 7.02 -11.1575 13.8938 6.6513 -9.2263
3 16 13.895 5.4725 -9.8725 13.5825 5.9575 -11.3575 13.8938 6.6513 -9.2263
3 16 13.3975 5.1925 -11.4894 13.895 5.4725 -9.8725 13.5025 4.6075 -10.2688
3 16 13.5025 4.6075 -10.2688 13.895 5.4725 -9.8725 13.6875 4.5806 -9.6042
3 16 14.365 6.5425 -7.275 14.865 6.6375 -4.505 14.325 5.215 -7.8325
3 16 14.61 5.0325 -4.595 14.325 5.215 -7.8325 14.865 6.6375 -4.505
3 16 14.325 5.215 -7.8325 13.8 3.3875 -8.1875 13.7788 4.2269 -8.9017
3 16 13.7788 4.2269 -8.9017 13.895 5.4725 -9.8725 14.325 5.215 -7.8325
3 16 13.8 3.3875 -8.1875 14.325 5.215 -7.8325 13.755 2.4425 -7.66
4 16 13.58 4.0175 -9.0875 13.1917 0.915 -7.7717 12.9625 0.8075 -8.4975 13.3275 3.405 -9.485
3 16 13.6875 4.5806 -9.6042 13.895 5.4725 -9.8725 13.7788 4.2269 -8.9017
3 16 14.255 2.9675 -4.27 13.8875 0.6525 -3.4975 13.56 0.845 -7.155
3 16 13.755 2.4425 -7.66 14.255 2.9675 -4.27 13.56 0.845 -7.155
3 16 14.325 5.215 -7.8325 14.61 5.0325 -4.595 14.255 2.9675 -4.27
3 16 13.755 2.4425 -7.66 14.325 5.215 -7.8325 14.255 2.9675 -4.27
3 16 13.3975 5.1925 -11.4894 13.5825 5.9575 -11.3575 13.895 5.4725 -9.8725
3 16 13.58 4.0175 -9.0875 13.8 3.3875 -8.1875 13.1917 0.915 -7.7717
3 16 13.56 0.845 -7.155 13.1917 0.915 -7.7717 13.8 3.3875 -8.1875
3 16 13.755 2.4425 -7.66 13.56 0.845 -7.155 13.8 3.3875 -8.1875
3 16 13.58 4.0175 -9.0875 13.5025 4.6075 -10.2688 13.6875 4.5806 -9.6042
3 16 13.58 4.0175 -9.0875 13.6875 4.5806 -9.6042 13.7788 4.2269 -8.9017
3 16 13.8 3.3875 -8.1875 13.58 4.0175 -9.0875 13.7788 4.2269 -8.9017
3 16 13.5025 4.6075 -10.2688 13.58 4.0175 -9.0875 13.3275 3.405 -9.485
3 16 6.7688 7.265 15.4775 5.8283 7.6642 15.2467 5.67 7.3675 16.2925
3 16 5.67 7.3675 16.2925 5.8283 7.6642 15.2467 4.82 7.8 16.5125
3 16 4.9663 7.19 17.2875 5.67 7.3675 16.2925 4.82 7.8 16.5125
3 16 2.435 9.285 18.605 3.7143 8.256 18.7346 3.325 8.4875 17.96
3 16 4.1096 6.4654 19.6496 3.7143 8.256 18.7346 3.8113 6.9763 21.0075
3 16 3.36 8.8025 20.2025 3.8113 6.9763 21.0075 3.7143 8.256 18.7346
3 16 3.36 8.8025 20.2025 2.1875 9.7725 19.445 2.7725 9.865 20.0825
3 16 4.8319 6.1156 17.3881 5.7525 6.2338 16.16 4.9663 7.19 17.2875
3 16 4.9663 7.19 17.2875 5.7525 6.2338 16.16 5.67 7.3675 16.2925
3 16 6.7688 7.265 15.4775 5.67 7.3675 16.2925 5.7525 6.2338 16.16
3 16 5.7525 6.2338 16.16 6.89 5.5525 15.1275 6.7688 7.265 15.4775
3 16 2.7725 9.865 20.0825 3.57 8.345 20.945 3.36 8.8025 20.2025
3 16 3.8113 6.9763 21.0075 3.36 8.8025 20.2025 3.57 8.345 20.945
3 16 3.685 7.1363 21.4513 3.8113 6.9763 21.0075 3.57 8.345 20.945
4 16 3.7525 5.895 21.4375 3.8113 6.9763 21.0075 3.685 7.1363 21.4513 3.6175 6.04 21.9
3 16 3.0975 4.93 22.245 3.2263 4.7325 21.9125 3.6175 6.04 21.9
3 16 3.7525 5.895 21.4375 3.6175 6.04 21.9 3.2263 4.7325 21.9125
3 16 2.1863 3.9788 22.5438 2.1713 3.7013 22.2825 3.2263 4.7325 21.9125
3 16 3.0975 4.93 22.245 2.1863 3.9788 22.5438 3.2263 4.7325 21.9125
3 16 0 3.6275 22.62 0 3.1825 22.4175 2.1863 3.9788 22.5438
3 16 2.1713 3.7013 22.2825 2.1863 3.9788 22.5438 0 3.1825 22.4175
3 16 0 1.74 19.4625 0 2.1225 18.97 1.9213 2.4675 18.8288
3 16 2.235 2.2938 19.3088 0 1.74 19.4625 1.9213 2.4675 18.8288
3 16 2.235 2.2938 19.3088 1.9213 2.4675 18.8288 3.3713 3.7288 18.3863
3 16 3.665 3.675 18.8338 2.235 2.2938 19.3088 3.3713 3.7288 18.3863
3 16 3.665 3.675 18.8338 3.3713 3.7288 18.3863 4.1825 5.105 17.9575
3 16 4.3675 5.1625 18.33 3.665 3.675 18.8338 4.1825 5.105 17.9575
4 16 2.2129 2.9092 20.8696 0 2.3867 21.0517 0 1.74 19.4625 2.235 2.2938 19.3088
4 16 3.4771 4.1346 20.4704 2.2129 2.9092 20.8696 2.235 2.2938 19.3088 3.665 3.675 18.8338
3 16 4.0133 5.4083 20.0125 3.4771 4.1346 20.4704 3.665 3.675 18.8338
3 16 4.3675 5.1625 18.33 4.0133 5.4083 20.0125 3.665 3.675 18.8338
4 16 0 3.1825 22.4175 0 2.3867 21.0517 2.2129 2.9092 20.8696 2.1713 3.7013 22.2825
3 16 2.1713 3.7013 22.2825 2.2129 2.9092 20.8696 3.4771 4.1346 20.4704
3 16 3.2263 4.7325 21.9125 2.1713 3.7013 22.2825 3.4771 4.1346 20.4704
3 16 3.2263 4.7325 21.9125 3.4771 4.1346 20.4704 4.0133 5.4083 20.0125
3 16 3.7525 5.895 21.4375 3.2263 4.7325 21.9125 4.0133 5.4083 20.0125
3 16 5.6775 5.3225 15.905 4.8633 5.3967 17.0925 4.5733 5.2325 16.9758
3 16 4.5733 5.2325 16.9758 4.775 5.0925 15.915 5.6775 5.3225 15.905
3 16 4.5733 5.2325 16.9758 4.8633 5.3967 17.0925 4.3675 5.1625 18.33
3 16 4.1825 5.105 17.9575 4.5733 5.2325 16.9758 4.3675 5.1625 18.33
3 16 4.8633 5.3967 17.0925 5.7525 6.2338 16.16 4.8319 6.1156 17.3881
3 16 5.7525 6.2338 16.16 5.6775 5.3225 15.905 6.89 5.5525 15.1275
3 16 4.8633 5.3967 17.0925 5.6775 5.3225 15.905 5.7525 6.2338 16.16
3 16 4.0133 5.4083 20.0125 4.1096 6.4654 19.6496 3.8113 6.9763 21.0075
3 16 3.7525 5.895 21.4375 4.0133 5.4083 20.0125 3.8113 6.9763 21.0075
3 16 3.7143 8.256 18.7346 2.435 9.285 18.605 2.1875 9.7725 19.445
3 16 3.36 8.8025 20.2025 3.7143 8.256 18.7346 2.1875 9.7725 19.445
3 16 4.82 7.8 16.5125 4.155 8.1142 16.9842 4.9663 7.19 17.2875
3 16 4.8633 5.3967 17.0925 4.8319 6.1156 17.3881 4.4688 6.1263 18.2313
3 16 4.3675 5.1625 18.33 4.8633 5.3967 17.0925 4.4688 6.1263 18.2313
3 16 4.4688 6.1263 18.2313 4.8319 6.1156 17.3881 4.9663 7.19 17.2875
3 16 4.4688 6.1263 18.2313 4.1096 6.4654 19.6496 4.0133 5.4083 20.0125
3 16 4.3675 5.1625 18.33 4.4688 6.1263 18.2313 4.0133 5.4083 20.0125
3 16 4.9663 7.19 17.2875 3.7143 8.256 18.7346 4.1096 6.4654 19.6496
3 16 4.4688 6.1263 18.2313 4.9663 7.19 17.2875 4.1096 6.4654 19.6496
3 16 4.155 8.1142 16.9842 3.7143 8.256 18.7346 4.9663 7.19 17.2875
3 16 3.7143 8.256 18.7346 4.155 8.1142 16.9842 3.325 8.4875 17.96
3 16 4.775 5.0925 15.915 3.9263 3.0138 15.8738 5.4425 3.7075 15.435
3 16 5.4425 3.7075 15.435 5.6775 5.3225 15.905 4.775 5.0925 15.915
3 16 5.2288 -1.1525 14.1575 2.2925 1.3413 15.935 0 -1.01 15.5875
3 16 2.2925 1.3413 15.935 0 0.8525 16.1025 0 -1.01 15.5875
4 16 5.2288 -1.1525 14.1575 6.5525 2.21 14.735 3.9263 3.0138 15.8738 2.2925 1.3413 15.935
3 16 6.5525 2.21 14.735 5.4425 3.7075 15.435 3.9263 3.0138 15.8738
3 16 14.475 7.4425 6.865 10.1375 7.5313 11.1238 11.91 7.425 10.9025
3 16 14.865 6.6375 -4.505 14.365 6.5425 -7.275 12.2475 6.34 -6.965
3 16 13.6975 6.715 -4.215 14.865 6.6375 -4.505 12.2475 6.34 -6.965
3 16 13.02 7.605 6.5375 15.1675 7.09 2.5225 13.905 7.2875 2.0375
3 16 13.6975 6.715 -4.215 13.935 7.0025 -1.225 15.235 6.83 -1.0325
3 16 14.865 6.6375 -4.505 13.6975 6.715 -4.215 15.235 6.83 -1.0325
3 16 10.1375 7.5313 11.1238 11.1967 7.4158 11.38 11.91 7.425 10.9025
3 16 15.1675 7.09 2.5225 15.235 6.83 -1.0325 13.935 7.0025 -1.225
3 16 13.905 7.2875 2.0375 15.1675 7.09 2.5225 13.935 7.0025 -1.225
4 16 9.3875 1.4425 12.0225 9.95 3.665 12.0725 8.13 3.6225 13.845 7.775 1.5875 13.6575
4 16 9.95 3.665 12.0725 10.425 5.625 12.0975 8.545 5.6025 13.9225 8.13 3.6225 13.845
3 16 7.5925 -3.2175 11.4 8.565 -1.0675 11.7875 5.2288 -1.1525 14.1575
3 16 4.8938 -2.98 13.3113 7.5925 -3.2175 11.4 5.2288 -1.1525 14.1575
3 16 2.5775 -8.8925 7.51 3.3425 -8.22 8.5775 2.5388 -8.05 9.1513
3 16 1.692 -8.907 7.7075 2.5775 -8.8925 7.51 2.5388 -8.05 9.1513
3 16 3.3425 -8.22 8.5775 4.8125 -6.9875 9.7925 3.3913 -6.77 10.8475
3 16 2.5388 -8.05 9.1513 3.3425 -8.22 8.5775 3.3913 -6.77 10.8475
4 16 10.425 5.625 12.0975 10.84 7.4025 12.125 8.9925 7.365 13.945 8.545 5.6025 13.9225
3 16 8.565 -1.0675 11.7875 9.3875 1.4425 12.0225 7.775 1.5875 13.6575
3 16 5.2288 -1.1525 14.1575 8.565 -1.0675 11.7875 7.775 1.5875 13.6575
4 16 4.8125 -6.9875 9.7925 6.285 -5.2625 10.8025 4.22 -5.0338 12.2463 3.3913 -6.77 10.8475
3 16 6.285 -5.2625 10.8025 7.5925 -3.2175 11.4 4.8938 -2.98 13.3113
3 16 4.22 -5.0338 12.2463 6.285 -5.2625 10.8025 4.8938 -2.98 13.3113
3 16 2.5825 -9.35 6.71 2.5775 -8.8925 7.51 1.692 -8.907 7.7075
3 16 5.6225 -7.1225 8.7775 4.1 -8.3975 7.675 4.79 -8.665 6.4
3 16 6.695 -7.4425 6.75 5.6225 -7.1225 8.7775 4.79 -8.665 6.4
4 16 11.005 3.6725 10.8725 10.43 1.3625 10.8 12.9225 1.19 7.035 13.645 3.595 6.975
4 16 9.6525 -1.0725 10.62 8.61 -3.3475 10.2625 10.5425 -3.67 7.1275 11.9175 -1.33 7.0925
4 16 10.43 1.3625 10.8 9.6525 -1.0725 10.62 11.9175 -1.33 7.0925 12.9225 1.19 7.035
3 16 4.1 -8.3975 7.675 3.2475 -9.07 6.8775 3.5175 -9.5556 5.6413
3 16 4.79 -8.665 6.4 4.1 -8.3975 7.675 3.5175 -9.5556 5.6413
4 16 8.61 -3.3475 10.2625 7.2625 -5.3975 9.68 8.8025 -5.74 7.0475 10.5425 -3.67 7.1275
3 16 3.2475 -9.07 6.8775 2.5825 -9.35 6.71 3.5175 -9.5556 5.6413
4 16 14.175 5.6025 6.93 11.91 7.425 10.9025 11.48 5.635 10.905 13.645 3.595 6.975
3 16 14.475 7.4425 6.865 11.91 7.425 10.9025 14.175 5.6025 6.93
4 16 7.2625 -5.3975 9.68 5.6225 -7.1225 8.7775 6.695 -7.4425 6.75 8.8025 -5.74 7.0475
3 16 11.48 5.635 10.905 11.005 3.6725 10.8725 13.645 3.595 6.975
3 16 14.475 7.4425 6.865 13.02 7.605 6.5375 10.1375 7.5313 11.1238
3 16 14.475 7.4425 6.865 15.1675 7.09 2.5225 13.02 7.605 6.5375
4 16 10.84 7.4025 12.125 10.1375 7.5313 11.1238 7.435 7.4475 13.915 8.9925 7.365 13.945
3 16 11.1967 7.4158 11.38 10.1375 7.5313 11.1238 10.84 7.4025 12.125
3 16 1.692 -8.907 7.7075 0 -8.6025 8.3175 0 -9.2218 7.162
1 16 0 -9.865 4.862 0 2.42 0 0.6432 0 -1.9126 2.3 -0.3 0.6 2-8sphe.dat
1 16 0 -9.865 4.862 0 0 2.42 0.6432 1 0 2.3 0 -0.3 2-4edge.dat
2 24 3.2475 -9.07 6.8775 2.5825 -9.35 6.71
2 24 3.2475 -9.07 6.8775 4.1 -8.3975 7.675
2 24 4.1 -8.3975 7.675 5.6225 -7.1225 8.7775
2 24 5.6225 -7.1225 8.7775 7.2625 -5.3975 9.68
2 24 7.2625 -5.3975 9.68 8.61 -3.3475 10.2625
2 24 8.61 -3.3475 10.2625 9.6525 -1.0725 10.62
2 24 9.6525 -1.0725 10.62 10.43 1.3625 10.8
2 24 10.43 1.3625 10.8 11.005 3.6725 10.8725
2 24 11.005 3.6725 10.8725 11.48 5.635 10.905
2 24 11.48 5.635 10.905 11.91 7.425 10.9025
2 24 2.5825 -9.35 6.71 2.5775 -8.8925 7.51
2 24 3.3425 -8.22 8.5775 2.5775 -8.8925 7.51
2 24 3.3425 -8.22 8.5775 4.8125 -6.9875 9.7925
2 24 10.84 7.4025 12.125 10.425 5.625 12.0975
2 24 10.425 5.625 12.0975 9.95 3.665 12.0725
2 24 9.95 3.665 12.0725 9.3875 1.4425 12.0225
2 24 9.3875 1.4425 12.0225 8.565 -1.0675 11.7875
2 24 8.565 -1.0675 11.7875 7.5925 -3.2175 11.4
2 24 7.5925 -3.2175 11.4 6.285 -5.2625 10.8025
2 24 6.285 -5.2625 10.8025 4.8125 -6.9875 9.7925
2 24 3.9925 -10.0575 2.655 3.3325 -10.24 2.685
2 24 3.9925 -10.0575 2.655 5.61 -9.5 1.7225
2 24 5.61 -9.5 1.7225 8.0625 -8.395 -0.2325
2 24 8.0625 -8.395 -0.2325 10.5 -6.7675 -2.5075
2 24 10.5 -6.7675 -2.5075 12.065 -4.6375 -4.3975
2 24 12.065 -4.6375 -4.3975 13.005 -2.075 -5.935
2 24 13.005 -2.075 -5.935 13.56 0.845 -7.155
2 24 13.56 0.845 -7.155 13.755 2.4425 -7.66
2 24 13.755 2.4425 -7.66 13.8 3.3875 -8.1875
2 24 13.8 3.3875 -8.1875 13.7788 4.2269 -8.9017
2 24 13.7788 4.2269 -8.9017 13.6875 4.5806 -9.6042
2 24 13.6875 4.5806 -9.6042 13.5025 4.6075 -10.2688
2 24 13.5025 4.6075 -10.2688 13.3275 3.405 -9.485
2 24 13.3275 3.405 -9.485 12.9625 0.8075 -8.4975
2 24 12.9625 0.8075 -8.4975 12.385 -2.26 -7.2925
2 24 12.385 -2.26 -7.2925 11.6075 -4.88 -5.8525
2 24 11.6075 -4.88 -5.8525 10.1975 -7.0275 -4.05
2 24 10.1975 -7.0275 -4.05 7.7275 -8.68 -1.7475
2 24 7.7275 -8.68 -1.7475 5.235 -9.765 0.4475
2 24 5.235 -9.765 0.4475 3.7575 -10.2125 1.9375
2 24 3.7575 -10.2125 1.9375 3.3325 -10.24 2.685
2 24 8.9825 2.71 -15.715 8.7908 2.2575 -14.1592
2 24 8.9825 2.71 -15.715 8.515 2.7725 -17.52
2 24 8.515 2.7725 -17.52 7.8125 2.585 -19.2625
2 24 7.8125 2.585 -19.2625 6.7825 2.185 -20.8675
2 24 6.7825 2.185 -20.8675 5.3325 1.6075 -22.265
2 24 5.3325 1.6075 -22.265 3.6275 1.02 -23.3
2 24 3.6275 1.02 -23.3 1.8375 0.59 -23.8175
2 24 1.8375 0.59 -23.8175 0 0.4125 -23.965
2 24 8.7908 2.2575 -14.1592 8.07 2.125 -15.695
2 24 8.07 2.125 -15.695 7.64 2.1825 -17.34
2 24 7.64 2.1825 -17.34 7.0025 2.0625 -18.88
2 24 7.0025 2.0625 -18.88 6.1125 1.7775 -20.2625
2 24 6.1125 1.7775 -20.2625 4.9225 1.335 -21.435
2 24 4.9225 1.335 -21.435 3.4675 0.87 -22.285
2 24 3.4675 0.87 -22.285 1.7925 0.5025 -22.6975
2 24 1.7925 0.5025 -22.6975 0 0.3475 -22.7975
2 24 10.905 3.5758 -13.8358 10.825 4.04 -15.655
2 24 10.825 4.04 -15.655 10.195 4.04 -17.8475
2 24 10.195 4.04 -17.8475 9.2875 3.705 -20.0175
2 24 9.2875 3.705 -20.0175 7.9425 3.065 -22.0225
2 24 7.9425 3.065 -22.0225 5.9875 2.1475 -23.715
2 24 5.9875 2.1475 -23.715 3.8275 1.2675 -24.9375
2 24 3.8275 1.2675 -24.9375 1.8675 0.73 -25.535
2 24 1.8675 0.73 -25.535 0 0.55 -25.7075
2 24 10.905 3.5758 -13.8358 10.0025 3.4025 -15.675
2 24 10.0025 3.4025 -15.675 9.41 3.3925 -17.71
2 24 9.41 3.3925 -17.71 8.56 3.09 -19.61
2 24 8.56 3.09 -19.61 7.3425 2.5475 -21.32
2 24 7.3425 2.5475 -21.32 5.645 1.82 -22.7825
2 24 5.645 1.82 -22.7825 3.7275 1.115 -23.8625
2 24 3.7275 1.115 -23.8625 1.855 0.65 -24.4275
2 24 1.855 0.65 -24.4275 0 0.4725 -24.62
2 24 13.5025 4.6075 -10.2688 13.3975 5.1925 -11.4894
2 24 13.3975 5.1925 -11.4894 13.0825 5.5575 -13.335
2 24 13.0825 5.5575 -13.335 12.695 5.7675 -15.5125
2 24 12.695 5.7675 -15.5125 12.0025 5.725 -18.1475
2 24 12.0025 5.725 -18.1475 10.855 5.1725 -20.9075
2 24 10.855 5.1725 -20.9075 9.1225 4.2 -23.4025
2 24 9.1225 4.2 -23.4025 6.685 2.89 -25.2375
2 24 6.685 2.89 -25.2375 4.105 1.695 -26.4375
2 24 4.105 1.695 -26.4375 1.95 1.0675 -27.02
2 24 1.95 1.0675 -27.02 0 0.8925 -27.1575
2 24 0 2.8725 -27.0375 1.82 3.04 -26.94
2 24 3.85 3.6225 -26.4275 1.82 3.04 -26.94
