0 ~Spinner Ninjago  6 x  6 x  1.333 Type 1 Top - Outer Surface
5 24 51.7384 4 -21.4312 51.7384 16 -21.4312 48.496 16 -28 54.0904 4 -14.4928
5 24 56.9881 16 15.2692 56.9881 13 15.2692 58.4926 13 7.6995 54.5101 16 22.5793
5 24 7.3912 13.0616 -59 7.3912 13.0616 -55.5015 5.6568 15.6568 -59 7.8011 11 -55.42
5 24 5.6568 4.3432 -59 5.6568 4.3432 -59.6272 7.3912 6.9384 -59 3.0616 2.6088 -59.79821
5 24 15.2692 11 56.9881 15.2692 8 56.9881 22.5793 8 54.5101 7.6995 11 58.4926
5 24 41.7189 10.5 -41.7189 41.7189 13.5 -41.7189 43.4173 16 -39.7846 39.7846 8 -43.4173
5 24 51.96 0 30 51.96 13 30 55.434 0 22.962 47.604 13 36.528
5 24 34.0928 4 44.4304 34.0928 11 44.4304 37.7618 11 41.2097 28 4 48.496
5 24 36.528 8 47.604 36.528 0 47.604 42.426 0 42.426 30 8 51.96
5 24 54.5101 13 -22.5793 54.5101 16 -22.5793 56.9881 16 -15.2692 51.094 13 -29.5
5 24 51.7384 4 21.4312 51.7384 16 21.4312 48.496 4 28 54.0904 16 14.4928
5 24 41.7189 10.5 -41.7189 40.4588 8 -44.153 39.7846 8 -43.4173 42.426 10.5 -42.426
5 24 42.426 10.5 -42.426 41.7189 10.5 -41.7189 43.4173 13 -39.7846 40.4588 8 -44.153
5 24 43.4173 13 -39.7846 42.426 10.5 -42.426 41.7189 10.5 -41.7189 44.153 13 -40.4588
5 24 22.962 8 -55.434 22.962 0 -55.434 15.528 0 -57.954 30 8 -51.96
5 24 30 0 51.96 30 8 51.96 22.962 8 55.434 36.528 0 47.604
5 24 54.5101 13 22.5793 54.5101 16 22.5793 56.9881 13 15.2692 51.094 16 29.5
5 24 3.0616 17.3912 -55.798 3.0616 17.3912 -59 5.6568 15.6568 -55.6269 0 18 -59
5 24 55.5184 4 7.308 55.5184 16 7.308 56 16 0 54.0904 4 14.4928
5 24 44.4304 4 34.0928 44.4304 16 34.0928 48.496 16 28 39.5976 4 39.5976
5 24 41.7189 13.5 41.7189 41.2097 16 37.7618 39.5976 13.5 39.5976 43.4173 16 39.7846
5 24 56 16 0 56 4 0 55.5184 16 -7.308 55.5184 4 7.308
5 24 39.7846 11 43.4173 39.5976 13.5 39.5976 37.7618 11 41.2097 41.7189 13.5 41.7189
5 24 42.426 10.5 -42.426 42.426 0 -42.426 40.4588 8 -44.153 44.153 13 -40.4588
5 24 42.426 10.5 42.426 43.4173 13 39.7846 41.7189 10.5 41.7189 44.153 13 40.4588
5 24 42.426 10.5 42.426 41.7189 10.5 41.7189 44.153 13 40.4588 39.7846 8 43.4173
5 24 40.4588 8 44.153 41.7189 10.5 41.7189 39.7846 8 43.4173 42.426 10.5 42.426
5 24 7.6995 8 58.4926 7.6995 11 58.4926 0 11 59 15.2692 8 56.9881
5 24 59 16 0 59 13 0 58.4926 13 -7.6995 58.4926 16 7.6995
5 24 21.4312 4 51.7384 21.4312 11 51.7384 14.4928 4 54.0904 28 11 48.496
5 24 15.528 0 -57.954 15.528 8 -57.954 7.83 0 -59.484 22.962 8 -55.434
5 24 22.5793 8 -54.5101 22.5793 11 -54.5101 29.5 11 -51.094 15.2692 8 -56.9881
5 24 56.9881 16 -15.2692 56.9881 13 -15.2692 58.4926 16 -7.6995 54.5101 13 -22.5793
5 24 59.484 13 -7.83 59.484 0 -7.83 60 13 0 57.954 0 -15.528
5 24 15.2692 11 -56.9881 15.2692 8 -56.9881 8 10 -58.4334 22.5793 11 -54.5101
5 24 46.8106 13 35.9192 46.8106 16 35.9192 43.4173 16 39.7846 51.094 13 29.5
5 24 58.4926 16 -7.6995 58.4926 13 -7.6995 59 16 0 56.9881 13 -15.2692
5 24 51.96 0 -30 51.96 13 -30 55.434 13 -22.962 47.604 0 -36.528
5 24 51.094 16 -29.5 51.094 13 -29.5 46.8106 13 -35.9192 54.5101 16 -22.5793
5 24 60 13 0 60 0 0 59.484 13 7.83 59.484 0 -7.83
5 24 28 4 48.496 28 11 48.496 21.4312 4 51.7384 34.0928 11 44.4304
5 24 54.0904 16 -14.4928 54.0904 4 -14.4928 51.7384 16 -21.4312 55.5184 4 -7.308
5 24 35.9192 8 46.8106 35.9192 11 46.8106 29.5 11 51.094 39.7846 8 43.4173
5 24 39.5976 4 39.5976 39.5976 13.5 39.5976 41.2097 16 37.7618 37.7618 11 41.2097
5 24 36.528 8 -47.604 36.528 0 -47.604 40.4588 8 -44.153 30 0 -51.96
5 24 28 11 -48.496 28 4 -48.496 21.4312 11 -51.7384 34.0928 4 -44.4304
5 24 21.4312 4 -51.7384 21.4312 11 -51.7384 14.4928 11 -54.0904 28 4 -48.496
5 24 41.7189 13.5 41.7189 41.7189 10.5 41.7189 39.7846 11 43.4173 43.4173 13 39.7846
5 24 55.434 13 22.962 55.434 0 22.962 57.954 0 15.528 51.96 13 30
5 24 41.7189 13.5 41.7189 39.5976 13.5 39.5976 37.7618 11 41.2097 43.4173 16 39.7846
5 24 7.3912 6.9384 -59 7.3912 6.9384 -59.51293 5.6568 4.3432 -59.6272 7.6022 8 -59
5 24 57.954 0 -15.528 57.954 13 -15.528 59.484 13 -7.83 55.434 0 -22.962
5 24 0 0 -60 0 2 -60 7.83 0 -59.484 -7.83 0 -59.484
5 24 0 2 -59 0 2 -60 3.0616 2.6088 -59 -3.0616 2.6088 -59
5 24 0 18 -59 0 18 -56 3.0616 17.3912 -59 -3.0616 17.3912 -59
5 24 0 4 -56 0 18 -56 7.308 4 -55.5184 -7.308 4 -55.5184
5 24 0 0 60 0 8 60 7.83 0 59.484 -7.83 0 59.484
5 24 0 8 59 0 11 59 7.6995 8 58.4926 -7.6995 8 58.4926
5 24 0 4 56 0 11 56 7.308 4 55.5184 -7.308 4 55.5184
