0 ~Animal Shell Clam Large - Sea Life Set - Half
5 24 -3.851 -12.148 -3.631 -2.875 -12.23 -3.428 -2.088 -10.445 -8.352 -3.901 -12.959 2.692
5 24 -17.844 -5.5 .208 -18.045 -9.57 3.665 -16.324 -11.051 1.273 -19.082 -5.5 2.303
5 24 -3.196 -7.328 16.236 0 -5.5 16.536 -3.208 -5.5 16.536 -1.754 -9.078 16.247
5 24 -5.457 -12.712 2.645 -4.943 -12.596 8.314 -3.901 -12.959 2.692 -7.152 -12.072 8.14
5 24 -9.586 -7.023 -15.582 -9.723 -8.064 -12.816 -9.36 -8.495 -14.615 -9.977 -5.5 -14.044
5 24 -18.538 -7.905 5.456 -15.795 -9.521 8.687 -14.268 -7.209 10.626 -17.376 -9.599 6.993
5 24 -9.586 -7.023 -15.582 -9.977 -5.5 -14.044 -9.723 -8.064 -12.816 -9.64 -5.5 -16.01
5 24 -8.382 -10.577 11.837 -6.336 -9.793 15.501 -8.262 -9.042 14.995 -5.651 -11.731 11.823
5 24 -7.802 -8.661 -14.769 -3.513 -9.724 -12.887 -3.541 -8.633 -14.103 -7.758 -9.93 -13.209
5 24 -3.367 -10.437 -9.391 -7.348 -10.328 -9.574 -5.571 -10.011 -8.268 -3.461 -10.477 -11.028
5 24 -5.569 -6.5 -9.157 -5.569 -5.5 -9.115 -5.25 -6.5 -11.25 -6.246 -5.5 -7.86
5 24 -2.088 -10.445 -8.352 -2.875 -12.23 -3.428 -1.138 -10.545 -7.644 -3.851 -12.148 -3.631
5 24 -2.875 -12.23 -3.428 -1.747 -12.118 -3.26 -2.088 -10.445 -8.352 -3.901 -12.959 2.692
5 24 -10.735 -11.099 10.108 -11.044 -8.798 13.397 -12.853 -8.855 11.86 -8.382 -10.577 11.837
5 24 -12.568 -5.5 -6.065 -13.599 -11.218 -2.462 -10.589 -10.387 -6.255 -17.844 -5.5 .208
5 24 -9.723 -8.064 -12.816 -9.977 -5.5 -14.044 -9.586 -7.023 -15.582 -9.228 -8.984 -10.445
5 24 -9.282 -12.34 7.11 -10.735 -11.099 10.108 -7.152 -12.072 8.14 -11.074 -11.952 6.047
5 24 -10.589 -10.387 -6.255 -8.945 -8.702 -9.054 -8.561 -9.575 -8.696 -12.568 -5.5 -6.065
5 24 -14.853 -11.255 6.63 -12.763 -10.405 8.777 -11.074 -11.952 6.047 -15.795 -9.521 8.687
5 24 -19.082 -5.5 2.303 -18.045 -9.57 3.665 -17.844 -5.5 .208 -18.538 -7.905 5.456
5 24 -7.348 -10.328 -9.574 -7.656 -10.516 -11.39 -3.461 -10.477 -11.028 -8.667 -9.942 -9.631
5 24 -3.0616 -6.5 -7.3912 -4.824 -8 -7.984 -4.38 -6.5 -8.477 -3.9003 -8 -6.8307
5 24 -12.853 -8.855 11.86 -10.735 -11.099 10.108 -11.044 -8.798 13.397 -12.763 -10.405 8.777
5 24 -4.579 -8.994 15.944 -3.208 -5.5 16.536 -6.336 -9.793 15.501 -3.196 -7.328 16.236
5 24 -6.246 -5.5 -7.86 -6.287 -8 -7.81 -5.569 -6.5 -9.157 -14.787 -5.5 2.701
5 24 -2.674 -12.1 8.57 0 -12.917 8.468 -2.301 -12.751 3.066 0 -12.116 12.05
5 24 -14.268 -7.209 10.626 -18.538 -7.905 5.456 -14.411 -5.5 10.675 -15.795 -9.521 8.687
5 24 -5.569 -6.5 -9.157 -6.287 -8 -7.81 -6.246 -5.5 -7.86 -5.749 -8 -8.517
5 24 -10.735 -11.099 10.108 -8.382 -10.577 11.837 -9.282 -12.34 7.11 -11.044 -8.798 13.397
5 24 -11.233 -12.722 -.359 -6.627 -11.906 -4.093 -8.605 -11.781 -5.06 -8.839 -12.68 1.48
5 24 -8.839 -12.68 1.48 -11.233 -12.722 -.359 -13.66 -12.481 4.14 -6.627 -11.906 -4.093
5 24 -8.605 -11.781 -5.06 -6.627 -11.906 -4.093 -5.571 -10.011 -8.268 -11.233 -12.722 -.359
5 24 -7.656 -10.516 -11.39 -3.461 -10.477 -11.028 -7.758 -9.93 -13.209 -7.348 -10.328 -9.574
5 24 -5.457 -12.712 2.645 -3.901 -12.959 2.692 -3.851 -12.148 -3.631 -4.943 -12.596 8.314
5 24 -14.853 -11.255 6.63 -13.66 -12.481 4.14 -18.045 -9.57 3.665 -11.074 -11.952 6.047
5 24 -3.541 -8.633 -14.103 0 -8.637 -13.829 -3.512 -7.172 -15.045 0 -9.75 -12.683
5 24 -7.871 -7.172 -15.761 -9.586 -7.023 -15.582 -7.802 -8.661 -14.769 -9.64 -5.5 -16.01
5 24 -8.79 -10.19 -11.386 -9.228 -8.984 -10.445 -8.667 -9.942 -9.631 -9.723 -8.064 -12.816
5 24 -5.569 -6.5 -9.157 -6.246 -5.5 -7.86 -5.569 -5.5 -9.115 -6.287 -8 -7.81
5 24 -1.747 -12.118 -3.26 0 -12.41 -3.28 0 -13.225 3.003 -1.138 -10.545 -7.644
5 24 -7.656 -10.516 -11.39 -8.79 -10.19 -11.386 -9.06 -9.688 -13.105 -7.348 -10.328 -9.574
5 24 -2.951 -11.138 12.173 -1.754 -9.078 16.247 -3.196 -7.328 16.236 0 -12.116 12.05
5 24 -2.301 -12.751 3.066 0 -12.917 8.468 0 -13.225 3.003 -2.674 -12.1 8.57
5 24 -10.735 -11.099 10.108 -12.763 -10.405 8.777 -11.074 -11.952 6.047 -12.853 -8.855 11.86
5 24 -11.233 -12.722 -.359 -8.605 -11.781 -5.06 -13.599 -11.218 -2.462 -6.627 -11.906 -4.093
5 24 -14.411 -5.5 10.675 -9.587 -7.109 14.675 -14.268 -7.209 10.626 -9.642 -5.5 14.835
5 24 -2.301 -12.751 3.066 0 -13.225 3.003 -1.747 -12.118 -3.26 0 -12.917 8.468
5 24 0 -9.75 -12.683 -3.541 -8.633 -14.103 -3.513 -9.724 -12.887 0 -8.637 -13.829
5 24 -7.871 -7.172 -15.761 -7.896 -5.5 -16.122 -3.518 -5.5 -15.357 -9.64 -5.5 -16.01
5 24 -8.889 -5.5 9.884 -8.813 -8 9.938 -12.769 -8 6.348 -4.054 -5.5 12.09
5 24 -18.045 -9.57 3.665 -18.538 -7.905 5.456 -19.082 -5.5 2.303 -17.376 -9.599 6.993
5 24 -6.627 -11.906 -4.093 -7.189 -12.927 1.972 -5.3 -12.156 -3.887 -8.839 -12.68 1.48
5 24 -3.512 -7.172 -15.045 -7.871 -7.172 -15.761 -3.518 -5.5 -15.357 -3.541 -8.633 -14.103
5 24 -9.587 -7.109 14.675 -3.208 -5.5 16.536 -9.642 -5.5 14.835 -8.262 -9.042 14.995
5 24 -7.348 -10.328 -9.574 -3.461 -10.477 -11.028 -3.367 -10.437 -9.391 -7.656 -10.516 -11.39
5 24 0 -10.477 -10.983 -3.513 -9.724 -12.887 0 -9.75 -12.683 -3.461 -10.477 -11.028
5 24 -5.651 -11.731 11.823 -2.951 -11.138 12.173 -4.943 -12.596 8.314 -6.336 -9.793 15.501
5 24 -7.758 -9.93 -13.209 -7.802 -8.661 -14.769 -9.36 -8.495 -14.615 -3.513 -9.724 -12.887
5 24 0 -5.5 -15.14 -3.512 -7.172 -15.045 0 -7.172 -14.775 -3.518 -5.5 -15.357
5 24 -3.513 -9.724 -12.887 -3.461 -10.477 -11.028 0 -10.477 -10.983 -7.758 -9.93 -13.209
5 24 -4.38 -6.5 -8.477 -4.824 -8 -7.984 -3.0616 -6.5 -7.3912 -5.569 -6.5 -9.157
5 24 0 -10.509 -9.311 -1.138 -10.545 -7.644 -2.088 -10.445 -8.352 0 -10.542 -7.238
5 24 -5.571 -10.011 -8.268 -8.605 -11.781 -5.06 -6.627 -11.906 -4.093 -6.997 -9.969 -8.422
5 24 -8.667 -9.942 -9.631 -7.348 -10.328 -9.574 -8.561 -9.575 -8.696 -8.79 -10.19 -11.386
5 24 -7.802 -8.661 -14.769 -3.541 -8.633 -14.103 -7.871 -7.172 -15.761 -3.513 -9.724 -12.887
5 24 -14.853 -11.255 6.63 -11.074 -11.952 6.047 -12.763 -10.405 8.777 -13.66 -12.481 4.14
5 24 0 -9.75 -12.683 -3.513 -9.724 -12.887 -3.541 -8.633 -14.103 0 -10.477 -10.983
5 24 -18.045 -9.57 3.665 -17.376 -9.599 6.993 -14.853 -11.255 6.63 -18.538 -7.905 5.456
5 24 -13.599 -11.218 -2.462 -8.605 -11.781 -5.06 -11.233 -12.722 -.359 -10.589 -10.387 -6.255
5 24 -18.045 -9.57 3.665 -13.66 -12.481 4.14 -14.853 -11.255 6.63 -16.324 -11.051 1.273
5 24 -18.538 -7.905 5.456 -19.082 -5.5 2.303 -19.249 -5.5 4.638 -18.045 -9.57 3.665
5 24 -11.233 -12.722 -.359 -13.599 -11.218 -2.462 -8.605 -11.781 -5.06 -16.324 -11.051 1.273
5 24 -8.605 -11.781 -5.06 -8.561 -9.575 -8.696 -6.997 -9.969 -8.422 -10.589 -10.387 -6.255
5 24 -5.457 -12.712 2.645 -7.189 -12.927 1.972 -5.3 -12.156 -3.887 -7.152 -12.072 8.14
5 24 -9.228 -8.984 -10.445 -9.723 -8.064 -12.816 -8.79 -10.19 -11.386 -9.148 -5.5 -10.034
5 24 -8.945 -8.702 -9.054 -12.568 -5.5 -6.065 -10.589 -10.387 -6.255 -9.148 -5.5 -10.034
5 24 -9.36 -8.495 -14.615 -7.758 -9.93 -13.209 -7.802 -8.661 -14.769 -9.06 -9.688 -13.105
5 24 -5.3 -12.156 -3.887 -7.189 -12.927 1.972 -5.457 -12.712 2.645 -6.627 -11.906 -4.093
5 24 0 -10.509 -9.311 -2.088 -10.445 -8.352 -1.138 -10.545 -7.644 -3.367 -10.437 -9.391
5 24 -3.901 -12.959 2.692 -4.943 -12.596 8.314 -2.301 -12.751 3.066 -5.457 -12.712 2.645
5 24 -8.945 -8.702 -9.054 -8.667 -9.942 -9.631 -9.228 -8.984 -10.445 -8.561 -9.575 -8.696
5 24 -15.795 -9.521 8.687 -14.853 -11.255 6.63 -17.376 -9.599 6.993 -12.763 -10.405 8.777
5 24 -8.839 -12.68 1.48 -9.282 -12.34 7.11 -7.189 -12.927 1.972 -11.074 -11.952 6.047
5 24 -2.875 -12.23 -3.428 -3.901 -12.959 2.692 -3.851 -12.148 -3.631 -1.747 -12.118 -3.26
5 24 -1.747 -12.118 -3.26 -3.901 -12.959 2.692 -2.875 -12.23 -3.428 -2.301 -12.751 3.066
5 24 -2.674 -12.1 8.57 0 -12.116 12.05 0 -12.917 8.468 -2.951 -11.138 12.173
5 24 -18.045 -9.57 3.665 -14.853 -11.255 6.63 -13.66 -12.481 4.14 -17.376 -9.599 6.993
5 24 -10.589 -10.387 -6.255 -8.561 -9.575 -8.696 -8.605 -11.781 -5.06 -8.945 -8.702 -9.054
5 24 -8.382 -10.577 11.837 -8.262 -9.042 14.995 -6.336 -9.793 15.501 -9.587 -7.109 14.675
5 24 -3.367 -10.437 -9.391 0 -10.477 -10.983 -3.461 -10.477 -11.028 0 -10.509 -9.311
5 24 -3.918 -8 12.141 -4.054 -5.5 12.09 -8.813 -8 9.938 0 -5.5 12.497
5 24 -12.769 -8 6.348 -8.889 -5.5 9.884 -8.813 -8 9.938 -12.826 -5.5 6.255
5 24 -8.839 -12.68 1.48 -7.189 -12.927 1.972 -6.627 -11.906 -4.093 -9.282 -12.34 7.11
5 24 -6.336 -9.793 15.501 -5.651 -11.731 11.823 -2.951 -11.138 12.173 -8.382 -10.577 11.837
5 24 -9.228 -8.984 -10.445 -8.945 -8.702 -9.054 -8.667 -9.942 -9.631 -9.148 -5.5 -10.034
5 24 -4.943 -12.596 8.314 -5.651 -11.731 11.823 -2.674 -12.1 8.57 -7.152 -12.072 8.14
5 24 -17.376 -9.599 6.993 -14.853 -11.255 6.63 -18.045 -9.57 3.665 -15.795 -9.521 8.687
5 24 -9.06 -9.688 -13.105 -9.723 -8.064 -12.816 -8.79 -10.19 -11.386 -9.36 -8.495 -14.615
5 24 -7.656 -10.516 -11.39 -7.758 -9.93 -13.209 -9.06 -9.688 -13.105 -3.461 -10.477 -11.028
5 24 -7.189 -12.927 1.972 -9.282 -12.34 7.11 -5.457 -12.712 2.645 -8.839 -12.68 1.48
5 24 -5.3 -12.156 -3.887 -3.377 -10.24 -8.254 -6.627 -11.906 -4.093 -3.851 -12.148 -3.631
5 24 -9.36 -8.495 -14.615 -7.802 -8.661 -14.769 -9.586 -7.023 -15.582 -7.758 -9.93 -13.209
5 24 -3.851 -12.148 -3.631 -3.901 -12.959 2.692 -2.875 -12.23 -3.428 -5.457 -12.712 2.645
5 24 -16.324 -11.051 1.273 -11.233 -12.722 -.359 -13.66 -12.481 4.14 -13.599 -11.218 -2.462
5 24 -15.795 -9.521 8.687 -12.763 -10.405 8.777 -14.268 -7.209 10.626 -14.853 -11.255 6.63
5 24 -8.605 -11.781 -5.06 -10.589 -10.387 -6.255 -8.561 -9.575 -8.696 -13.599 -11.218 -2.462
5 24 -13.66 -12.481 4.14 -16.324 -11.051 1.273 -18.045 -9.57 3.665 -11.233 -12.722 -.359
5 24 -9.06 -9.688 -13.105 -7.656 -10.516 -11.39 -8.79 -10.19 -11.386 -7.758 -9.93 -13.209
5 24 -9.228 -8.984 -10.445 -8.667 -9.942 -9.631 -8.945 -8.702 -9.054 -8.79 -10.19 -11.386
5 24 -14.268 -7.209 10.626 -9.587 -7.109 14.675 -14.411 -5.5 10.675 -11.044 -8.798 13.397
5 24 -9.282 -12.34 7.11 -7.152 -12.072 8.14 -8.382 -10.577 11.837 -7.189 -12.927 1.972
5 24 -3.851 -12.148 -3.631 -2.088 -10.445 -8.352 -2.875 -12.23 -3.428 -3.377 -10.24 -8.254
5 24 0 -12.41 -3.28 -1.138 -10.545 -7.644 0 -10.542 -7.238 -1.747 -12.118 -3.26
5 24 -3.541 -8.633 -14.103 -3.512 -7.172 -15.045 0 -7.172 -14.775 -7.802 -8.661 -14.769
5 24 -11.074 -11.952 6.047 -10.735 -11.099 10.108 -12.763 -10.405 8.777 -9.282 -12.34 7.11
5 24 -3.367 -10.437 -9.391 -3.461 -10.477 -11.028 0 -10.477 -10.983 -7.348 -10.328 -9.574
5 24 -8.79 -10.19 -11.386 -9.723 -8.064 -12.816 -9.228 -8.984 -10.445 -9.06 -9.688 -13.105
5 24 -3.461 -10.477 -11.028 -7.758 -9.93 -13.209 -7.656 -10.516 -11.39 -3.513 -9.724 -12.887
5 24 -3.901 -12.959 2.692 -2.301 -12.751 3.066 -4.943 -12.596 8.314 -1.747 -12.118 -3.26
5 24 -6.336 -9.793 15.501 -3.208 -5.5 16.536 -8.262 -9.042 14.995 -4.579 -8.994 15.944
5 24 -5.571 -10.011 -8.268 -7.348 -10.328 -9.574 -3.367 -10.437 -9.391 -6.997 -9.969 -8.422
5 24 -7.348 -10.328 -9.574 -6.997 -9.969 -8.422 -5.571 -10.011 -8.268 -8.561 -9.575 -8.696
5 24 -1.747 -12.118 -3.26 0 -13.225 3.003 0 -12.41 -3.28 -2.301 -12.751 3.066
5 24 -18.538 -7.905 5.456 -14.411 -5.5 10.675 -14.268 -7.209 10.626 -19.249 -5.5 4.638
5 24 -7.758 -9.93 -13.209 -9.06 -9.688 -13.105 -9.36 -8.495 -14.615 -7.656 -10.516 -11.39
5 24 -9.64 -5.5 -16.01 -7.871 -7.172 -15.761 -9.586 -7.023 -15.582 -7.896 -5.5 -16.122
5 24 0 -12.116 12.05 -2.951 -11.138 12.173 0 -9.656 16.221 -2.674 -12.1 8.57
5 24 -2.674 -12.1 8.57 -4.943 -12.596 8.314 -2.951 -11.138 12.173 -2.301 -12.751 3.066
5 24 -13.66 -12.481 4.14 -8.839 -12.68 1.48 -11.074 -11.952 6.047 -11.233 -12.722 -.359
5 24 -5.3 -12.156 -3.887 -3.851 -12.148 -3.631 -3.377 -10.24 -8.254 -5.457 -12.712 2.645
5 24 -3.518 -5.5 -15.357 -3.512 -7.172 -15.045 -7.871 -7.172 -15.761 0 -5.5 -15.14
5 24 -7.152 -12.072 8.14 -4.943 -12.596 8.314 -5.457 -12.712 2.645 -5.651 -11.731 11.823
5 24 -3.513 -9.724 -12.887 -7.758 -9.93 -13.209 -7.802 -8.661 -14.769 -3.461 -10.477 -11.028
5 24 -11.074 -11.952 6.047 -9.282 -12.34 7.11 -8.839 -12.68 1.48 -10.735 -11.099 10.108
5 24 -8.382 -10.577 11.837 -5.651 -11.731 11.823 -6.336 -9.793 15.501 -7.152 -12.072 8.14
5 24 -5.651 -11.731 11.823 -7.152 -12.072 8.14 -8.382 -10.577 11.837 -4.943 -12.596 8.314
