0 ~Animal Snake Large with Raised Head - without Patternable Surfaces
3 16 13.606 -4.257 58.383 16.145 -1.954 53.595 13.216 -1.873 57.856
4 16 13.216 -1.873 57.856 10.581 -2.041 59.932 10.909 -4.244 60.466 13.606 -4.257 58.383
3 16 14.749 -.709 53.19 13.216 -1.873 57.856 16.145 -1.954 53.595
3 16 14.749 -.709 53.19 12.144 -.617 57.034 13.216 -1.873 57.856
3 16 10.581 -2.041 59.932 13.216 -1.873 57.856 12.144 -.617 57.034
3 16 10.581 -2.041 59.932 12.144 -.617 57.034 9.65 -.52 58.586
3 16 13.142 0 52.621 12.144 -.617 57.034 14.749 -.709 53.19
3 16 14.749 -.709 53.19 13.795 0 49 13.142 0 52.621
3 16 14.749 -.709 53.19 15.495 -.826 48.981 13.795 0 49
3 16 13.012 0 45.495 13.795 0 49 15.495 -.826 48.981
3 16 13.142 0 52.621 10.569 0 56.132 12.144 -.617 57.034
3 16 9.65 -.52 58.586 12.144 -.617 57.034 10.569 0 56.132
3 16 9.65 -.52 58.586 10.569 0 56.132 8.587 0 57.319
3 16 6.9677 -7.8636 55.9326 8.231 -8.667 56.645 7.8675 -8.168 57.171
3 16 6.9677 -7.8636 55.9326 6.921 -7.952 54.932 8.231 -8.667 56.645
3 16 6.205 -6.9964 54.8828 5.6953 -5.6988 54.1812 5.989 -6.185 53.711
3 16 6.9677 -7.8636 55.9326 6.205 -6.9964 54.8828 6.921 -7.952 54.932
3 16 5.989 -6.185 53.711 6.921 -7.952 54.932 6.205 -6.9964 54.8828
3 16 5.989 -6.185 53.711 5.6953 -5.6988 54.1812 5.5164 -4.168 53.9349
3 16 5.989 -6.185 53.711 5.5164 -4.168 53.9349 5.675 -4.036 53.332
3 16 5.675 -4.036 53.332 5.5164 -4.168 53.9349 5.6953 -2.6372 54.1812
3 16 5.675 -4.036 53.332 5.6953 -2.6372 54.1812 6.089 -2.086 53.84
3 16 6.089 -2.086 53.84 5.6953 -2.6372 54.1812 6.205 -1.3396 54.8828
3 16 6.205 -1.3396 54.8828 6.9677 -.4724 55.9326 6.83 -.769 54.925
3 16 6.205 -1.3396 54.8828 6.83 -.769 54.925 6.089 -2.086 53.84
3 16 9.569 -8.118 58.592 7.8675 -8.168 57.171 8.231 -8.667 56.645
3 16 9.569 -8.118 58.592 8.7673 -7.8636 58.4094 7.8675 -8.168 57.171
3 16 6.9677 -.4724 55.9326 7.678 0 56.133 6.83 -.769 54.925
3 16 7.8675 -.168 57.171 7.678 0 56.133 6.9677 -.4724 55.9326
3 16 7.8675 -.168 57.171 8.587 0 57.319 7.678 0 56.133
3 16 8.7673 -.4724 58.4094 8.587 0 57.319 7.8675 -.168 57.171
3 16 9.65 -.52 58.586 8.587 0 57.319 8.7673 -.4724 58.4094
3 16 9.53 -1.3396 59.4592 10.0397 -2.6372 60.1608 10.581 -2.041 59.932
3 16 8.7673 -.4724 58.4094 9.53 -1.3396 59.4592 9.65 -.52 58.586
3 16 10.581 -2.041 59.932 9.65 -.52 58.586 9.53 -1.3396 59.4592
3 16 10.581 -2.041 59.932 10.0397 -2.6372 60.1608 10.2186 -4.168 60.4071
3 16 10.581 -2.041 59.932 10.2186 -4.168 60.4071 10.909 -4.244 60.466
3 16 10.909 -4.244 60.466 10.2186 -4.168 60.4071 10.0397 -5.6988 60.1608
3 16 10.909 -4.244 60.466 10.0397 -5.6988 60.1608 10.526 -6.448 59.988
3 16 9.53 -6.9964 59.4592 8.7673 -7.8636 58.4094 9.569 -8.118 58.592
3 16 10.0397 -5.6988 60.1608 9.53 -6.9964 59.4592 10.526 -6.448 59.988
3 16 9.569 -8.118 58.592 10.526 -6.448 59.988 9.53 -6.9964 59.4592
3 16 -2.2897 -6.9964 61.0545 -1.527 -7.8636 62.1043 -1.914 -7.452 62.13
3 16 -2.7994 -5.6988 60.3529 -2.2897 -6.9964 61.0545 -2.735 -5.996 61.123
3 16 -1.914 -7.452 62.13 -2.735 -5.996 61.123 -2.2897 -6.9964 61.0545
3 16 -2.735 -5.996 61.123 -2.9783 -4.168 60.1067 -2.7994 -5.6988 60.3529
3 16 -2.735 -5.996 61.123 -3.063 -4.115 60.584 -2.9783 -4.168 60.1067
3 16 -2.9783 -4.168 60.1067 -3.063 -4.115 60.584 -2.755 -2.189 60.998
3 16 -2.755 -2.189 60.998 -2.7994 -2.6372 60.3529 -2.9783 -4.168 60.1067
5 24 -2.755 -2.189 60.998 -2.9783 -4.168 60.1067 -3.063 -4.115 60.584 -2.7994 -2.6372 60.3529
3 16 -1.914 -.779 62.13 -2.2897 -1.3396 61.0545 -2.7994 -2.6372 60.3529
3 16 -2.7994 -2.6372 60.3529 -2.755 -2.189 60.998 -1.914 -.779 62.13
5 24 -2.7994 -2.6372 60.3529 -1.914 -.779 62.13 -2.2897 -1.3396 61.0545 -2.755 -2.189 60.998
3 16 -1.527 -.4724 62.1043 -2.2897 -1.3396 61.0545 -1.914 -.779 62.13
3 16 -1.527 -.4724 62.1043 -1.914 -.779 62.13 -.766 -.263 63.677
3 16 -.766 -.263 63.677 -.6272 -.168 63.3428 -1.527 -.4724 62.1043
5 24 -.766 -.263 63.677 -1.527 -.4724 62.1043 -1.914 -.779 62.13 -.6272 -.168 63.3428
3 16 -1.527 -7.8636 62.1043 -.6272 -8.168 63.3428 -.766 -7.968 63.677
3 16 -.766 -7.968 63.677 -1.914 -7.452 62.13 -1.527 -7.8636 62.1043
5 24 -.766 -7.968 63.677 -1.527 -7.8636 62.1043 -.6272 -8.168 63.3428 -1.914 -7.452 62.13
3 16 -.6272 -8.168 63.3428 .2726 -7.8636 64.5812 .383 -7.452 65.223
3 16 .383 -7.452 65.223 -.766 -7.968 63.677 -.6272 -8.168 63.3428
5 24 .383 -7.452 65.223 -.6272 -8.168 63.3428 .2726 -7.8636 64.5812 -.766 -7.968 63.677
3 16 -.6272 -.168 63.3428 -.766 -.263 63.677 .383 -.779 65.223
3 16 .383 -.779 65.223 .2726 -.4724 64.5812 -.6272 -.168 63.3428
5 24 .383 -.779 65.223 -.6272 -.168 63.3428 -.766 -.263 63.677 .2726 -.4724 64.5812
3 16 1.0353 -1.3396 65.631 .383 -.779 65.223 1.224 -2.189 66.355
3 16 1.0353 -1.3396 65.631 .2726 -.4724 64.5812 .383 -.779 65.223
3 16 1.545 -2.6372 66.3326 1.0353 -1.3396 65.631 1.224 -2.189 66.355
3 16 1.224 -2.189 66.355 1.532 -4.115 66.77 1.724 -4.168 66.5788
3 16 1.724 -4.168 66.5788 1.545 -2.6372 66.3326 1.224 -2.189 66.355
5 24 1.724 -4.168 66.5788 1.224 -2.189 66.355 1.532 -4.115 66.77 1.545 -2.6372 66.3326
3 16 1.545 -5.6988 66.3326 1.532 -4.115 66.77 1.224 -6.042 66.355
3 16 1.545 -5.6988 66.3326 1.724 -4.168 66.5788 1.532 -4.115 66.77
3 16 1.0353 -6.9964 65.631 1.545 -5.6988 66.3326 1.224 -6.042 66.355
3 16 1.224 -6.042 66.355 .383 -7.452 65.223 .2726 -7.8636 64.5812
3 16 .2726 -7.8636 64.5812 1.0353 -6.9964 65.631 1.224 -6.042 66.355
5 24 .2726 -7.8636 64.5812 1.224 -6.042 66.355 .383 -7.452 65.223 1.0353 -6.9964 65.631
3 16 -1.914 -7.452 62.13 -4.536 -6.306 63.077 -2.735 -5.996 61.123
3 16 -1.914 -7.452 62.13 -3.177 -7.632 64.196 -4.536 -6.306 63.077
3 16 -2.735 -5.996 61.123 -4.536 -6.306 63.077 -4.983 -3.978 62.647
3 16 -2.735 -5.996 61.123 -4.983 -3.978 62.647 -3.063 -4.115 60.584
3 16 -.766 -7.968 63.677 -3.177 -7.632 64.196 -1.914 -7.452 62.13
3 16 -.766 -7.968 63.677 -1.762 -7.866 65.427 -3.177 -7.632 64.196
3 16 .383 -7.452 65.223 -1.762 -7.866 65.427 -.766 -7.968 63.677
3 16 .383 -7.452 65.223 -.474 -7.23 66.516 -1.762 -7.866 65.427
3 16 1.224 -6.042 66.355 -.474 -7.23 66.516 .383 -7.452 65.223
3 16 1.224 -6.042 66.355 .426 -5.8 67.347 -.474 -7.23 66.516
4 16 1.224 -6.042 66.355 1.532 -4.115 66.77 .897 -4.115 67.497 .426 -5.8 67.347
4 16 .897 -4.115 67.497 1.532 -4.115 66.77 1.224 -2.189 66.355 .471 -2.189 67.204
3 16 -.488 -.658 66.537 .471 -2.189 67.204 1.224 -2.189 66.355
3 16 -.488 -.658 66.537 1.224 -2.189 66.355 .383 -.779 65.223
3 16 -1.899 -.306 65.31 -.488 -.658 66.537 .383 -.779 65.223
3 16 -1.899 -.306 65.31 .383 -.779 65.223 -.766 -.263 63.677
3 16 -3.121 -.246 67.348 -.488 -.658 66.537 -1.899 -.306 65.31
3 16 -3.121 -.246 67.348 -1.325 -.432 68.185 -.488 -.658 66.537
3 16 -.488 -.658 66.537 -.016 -2.009 68.568 .471 -2.189 67.204
3 16 -.488 -.658 66.537 -1.325 -.432 68.185 -.016 -2.009 68.568
3 16 .471 -2.189 67.204 .296 -3.774 68.798 .897 -4.115 67.497
3 16 .471 -2.189 67.204 -.016 -2.009 68.568 .296 -3.774 68.798
3 16 .897 -4.115 67.497 -.263 -5.652 68.876 .426 -5.8 67.347
3 16 .897 -4.115 67.497 .296 -3.774 68.798 -.263 -5.652 68.876
3 16 .426 -5.8 67.347 -1.417 -7.09 68.324 -.474 -7.23 66.516
3 16 .426 -5.8 67.347 -.263 -5.652 68.876 -1.417 -7.09 68.324
3 16 -.425 -.713 71.517 -.016 -2.009 68.568 -1.325 -.432 68.185
3 16 -2.897 -.199 68.95 -.425 -.713 71.517 -1.325 -.432 68.185
3 16 -3.121 -.246 67.348 -2.897 -.199 68.95 -1.325 -.432 68.185
4 16 .398 -.764 73.335 -.425 -.713 71.517 -2.897 -.199 68.95 -1.426 -.317 71.977
3 16 -.425 -.713 71.517 .41 -1.615 71.453 -.016 -2.009 68.568
3 16 -.016 -2.009 68.568 .789 -2.865 71.663 .296 -3.774 68.798
3 16 -.016 -2.009 68.568 .41 -1.615 71.453 .789 -2.865 71.663
3 16 .296 -3.774 68.798 .617 -4.147 72.061 -.263 -5.652 68.876
3 16 .296 -3.774 68.798 .789 -2.865 71.663 .617 -4.147 72.061
3 16 .617 -4.147 72.061 -1.251 -6.498 69.741 -.263 -5.652 68.876
3 16 -.263 -5.652 68.876 -1.251 -6.498 69.741 -1.417 -7.09 68.324
3 16 .617 -4.147 72.061 -.019 -5.073 72.647 -1.251 -6.498 69.741
3 16 -1.251 -6.498 69.741 -.019 -5.073 72.647 -1.014 -5.374 73.256
3 16 -1.251 -6.498 69.741 -1.014 -5.374 73.256 -2.518 -7.018 70.174
3 16 -1.417 -7.09 68.324 -1.251 -6.498 69.741 -2.518 -7.018 70.174
3 16 -2.518 -7.018 70.174 -1.014 -5.374 73.256 -2.159 -5.049 73.671
3 16 -2.518 -7.018 70.174 -2.159 -5.049 73.671 -4.218 -6.781 70.416
3 16 -4.218 -6.781 70.416 -2.159 -5.049 73.671 -2.989 -4.092 73.894
3 16 -4.218 -6.781 70.416 -2.989 -4.092 73.894 -5.755 -5.526 70.413
3 16 -5.755 -5.526 70.413 -2.989 -4.092 73.894 -3.369 -2.648 73.728
3 16 -5.755 -5.526 70.413 -3.369 -2.648 73.728 -6.227 -3.3 70.129
3 16 -1.426 -.317 71.977 -.099 -.66 73.854 .398 -.764 73.335
3 16 .398 -.764 73.335 .41 -1.615 71.453 -.425 -.713 71.517
3 16 .398 -.764 73.335 .994 -1.147 73.529 .41 -1.615 71.453
3 16 .789 -2.865 71.663 .994 -1.147 73.529 1.539 -2.126 73.897
3 16 .789 -2.865 71.663 .41 -1.615 71.453 .994 -1.147 73.529
3 16 1.374 -3.317 74.156 .789 -2.865 71.663 1.539 -2.126 73.897
3 16 1.374 -3.317 74.156 .617 -4.147 72.061 .789 -2.865 71.663
3 16 .859 -4.003 74.209 .617 -4.147 72.061 1.374 -3.317 74.156
3 16 .859 -4.003 74.209 -.019 -5.073 72.647 .617 -4.147 72.061
3 16 .365 -3.878 74.698 -.019 -5.073 72.647 .859 -4.003 74.209
3 16 .365 -3.878 74.698 -1.014 -5.374 73.256 -.019 -5.073 72.647
3 16 -.17 -3.722 74.997 -1.014 -5.374 73.256 .365 -3.878 74.698
3 16 -.17 -3.722 74.997 -2.159 -5.049 73.671 -1.014 -5.374 73.256
3 16 -2.159 -5.049 73.671 -.17 -3.722 74.997 -.511 -3.181 75.274
3 16 -2.159 -5.049 73.671 -.511 -3.181 75.274 -2.989 -4.092 73.894
3 16 -2.989 -4.092 73.894 -.511 -3.181 75.274 -.772 -2.144 75.283
3 16 -2.989 -4.092 73.894 -.772 -2.144 75.283 -3.369 -2.648 73.728
4 16 -3.063 -4.115 60.584 -4.983 -3.978 62.647 -4.482 -1.82 62.982 -2.755 -2.189 60.998
3 16 -4.482 -1.82 62.982 -1.914 -.779 62.13 -2.755 -2.189 60.998
3 16 -4.482 -1.82 62.982 -3.139 -.629 64.078 -1.914 -.779 62.13
3 16 -3.139 -.629 64.078 -.766 -.263 63.677 -1.914 -.779 62.13
3 16 -6.584 -3.697 66.431 -4.482 -1.82 62.982 -4.983 -3.978 62.647
3 16 -6.584 -3.697 66.431 -5.727 -1.666 66.485 -4.482 -1.82 62.982
3 16 -5.727 -1.666 66.485 -3.139 -.629 64.078 -4.482 -1.82 62.982
3 16 -5.727 -1.666 66.485 -4.31 -.579 66.844 -3.139 -.629 64.078
4 16 -.766 -.263 63.677 -3.139 -.629 64.078 -4.31 -.579 66.844 -1.899 -.306 65.31
3 16 -4.31 -.579 66.844 -3.121 -.246 67.348 -1.899 -.306 65.31
3 16 -4.222 -.484 69.338 -3.121 -.246 67.348 -4.31 -.579 66.844
3 16 -4.222 -.484 69.338 -2.897 -.199 68.95 -3.121 -.246 67.348
3 16 -2.404 -.483 72.635 -2.897 -.199 68.95 -4.222 -.484 69.338
3 16 -3.119 -1.331 73.249 -2.404 -.483 72.635 -4.222 -.484 69.338
3 16 -3.119 -1.331 73.249 -4.222 -.484 69.338 -5.536 -1.533 69.733
3 16 -5.536 -1.533 69.733 -4.31 -.579 66.844 -5.727 -1.666 66.485
3 16 -5.536 -1.533 69.733 -4.222 -.484 69.338 -4.31 -.579 66.844
3 16 -3.369 -2.648 73.728 -3.119 -1.331 73.249 -5.536 -1.533 69.733
3 16 -3.369 -2.648 73.728 -5.536 -1.533 69.733 -6.227 -3.3 70.129
3 16 -6.227 -3.3 70.129 -5.727 -1.666 66.485 -6.584 -3.697 66.431
3 16 -6.227 -3.3 70.129 -5.536 -1.533 69.733 -5.727 -1.666 66.485
3 16 -2.404 -.483 72.635 -1.426 -.317 71.977 -2.897 -.199 68.95
3 16 -3.369 -2.648 73.728 -.766 -1.271 74.76 -3.119 -1.331 73.249
3 16 -3.369 -2.648 73.728 -.772 -2.144 75.283 -.766 -1.271 74.76
4 16 -3.119 -1.331 73.249 -.766 -1.271 74.76 -.585 -.88 74.376 -2.404 -.483 72.635
3 16 -.585 -.88 74.376 -1.426 -.317 71.977 -2.404 -.483 72.635
3 16 -.585 -.88 74.376 -.099 -.66 73.854 -1.426 -.317 71.977
3 16 -3.177 -7.632 64.196 -5.981 -6.198 66.809 -4.536 -6.306 63.077
3 16 -3.177 -7.632 64.196 -4.27 -7.404 67.374 -5.981 -6.198 66.809
3 16 -4.536 -6.306 63.077 -5.981 -6.198 66.809 -6.584 -3.697 66.431
3 16 -4.536 -6.306 63.077 -6.584 -3.697 66.431 -4.983 -3.978 62.647
3 16 -1.762 -7.866 65.427 -4.27 -7.404 67.374 -3.177 -7.632 64.196
3 16 -1.762 -7.866 65.427 -2.624 -7.575 67.906 -4.27 -7.404 67.374
3 16 -.474 -7.23 66.516 -2.624 -7.575 67.906 -1.762 -7.866 65.427
3 16 -.474 -7.23 66.516 -1.417 -7.09 68.324 -2.624 -7.575 67.906
3 16 -2.624 -7.575 67.906 -4.218 -6.781 70.416 -4.27 -7.404 67.374
3 16 -2.624 -7.575 67.906 -2.518 -7.018 70.174 -4.218 -6.781 70.416
3 16 -1.417 -7.09 68.324 -2.518 -7.018 70.174 -2.624 -7.575 67.906
3 16 -5.981 -6.198 66.809 -6.227 -3.3 70.129 -6.584 -3.697 66.431
3 16 -5.981 -6.198 66.809 -5.755 -5.526 70.413 -6.227 -3.3 70.129
3 16 -4.27 -7.404 67.374 -5.755 -5.526 70.413 -5.981 -6.198 66.809
3 16 -4.27 -7.404 67.374 -4.218 -6.781 70.416 -5.755 -5.526 70.413
3 16 .398 -.764 73.335 .374 -1.108 74.516 .994 -1.147 73.529
3 16 .398 -.764 73.335 -.099 -.66 73.854 .374 -1.108 74.516
3 16 .374 -1.108 74.516 1.539 -2.126 73.897 .994 -1.147 73.529
3 16 .374 -1.108 74.516 .714 -1.996 75.054 1.539 -2.126 73.897
3 16 -.766 -1.271 74.76 .714 -1.996 75.054 .374 -1.108 74.516
3 16 -.766 -1.271 74.76 -.772 -2.144 75.283 .714 -1.996 75.054
3 16 -.585 -.88 74.376 .374 -1.108 74.516 -.099 -.66 73.854
3 16 -.585 -.88 74.376 -.766 -1.271 74.76 .374 -1.108 74.516
3 16 1.374 -3.317 74.156 1.539 -2.126 73.897 .714 -1.996 75.054
3 16 1.374 -3.317 74.156 .714 -1.996 75.054 .68 -3.105 75.043
3 16 .859 -4.003 74.209 1.374 -3.317 74.156 .68 -3.105 75.043
3 16 .859 -4.003 74.209 .68 -3.105 75.043 .365 -3.878 74.698
3 16 .68 -3.105 75.043 -.17 -3.722 74.997 .365 -3.878 74.698
3 16 .68 -3.105 75.043 -.511 -3.181 75.274 -.17 -3.722 74.997
3 16 .714 -1.996 75.054 -.511 -3.181 75.274 .68 -3.105 75.043
3 16 .714 -1.996 75.054 -.772 -2.144 75.283 -.511 -3.181 75.274
3 16 6.83 -.769 54.925 9.203 0 54.932 7.99 -.853 53.709
3 16 6.83 -.769 54.925 7.678 0 56.133 9.203 0 54.932
3 16 7.99 -.853 53.709 9.203 0 54.932 10.633 0 51.842
3 16 7.99 -.853 53.709 10.633 0 51.842 9.111 -1.061 51.099
3 16 10.25 0 47.825 9.111 -1.061 51.099 10.633 0 51.842
3 16 10.25 0 47.825 8.933 -.835 47.956 9.111 -1.061 51.099
3 16 8.59 0 45.818 8.933 -.835 47.956 10.25 0 47.825
3 16 -3.124 -30.655 -64.269 -3.355 -29.382 -62.426 -3.348 -28.976 -64.38
3 16 -3.124 -30.655 -64.269 -3.113 -30.762 -62.5 -3.355 -29.382 -62.426
3 16 -3.113 -30.762 -62.5 -3.208 -29.857 -60.162 -3.355 -29.382 -62.426
3 16 -3.113 -30.762 -62.5 -2.955 -30.96 -60.177 -3.208 -29.857 -60.162
3 16 -3.355 -29.382 -62.426 -3.077 -28.306 -64.209 -3.348 -28.976 -64.38
3 16 -3.355 -29.382 -62.426 -3.223 -28.455 -62.28 -3.077 -28.306 -64.209
4 16 -3.355 -29.382 -62.426 -3.208 -29.857 -60.162 -3.055 -28.843 -59.724 -3.223 -28.455 -62.28
3 16 -.287 -29.811 -54.723 -1.936 -28.667 -57.806 -2.327 -30.909 -57.922
3 16 -.287 -29.811 -54.723 .147 -28.099 -55.352 -1.936 -28.667 -57.806
3 16 9.173 -28.267 -56.274 9.36 -30.436 -55.582 10.334 -30.702 -57.741
3 16 9.173 -28.267 -56.274 10.334 -30.702 -57.741 10.048 -28.345 -57.89
3 16 -2.327 -30.909 -57.922 -3.208 -29.857 -60.162 -2.955 -30.96 -60.177
3 16 -3.055 -28.843 -59.724 -2.327 -30.909 -57.922 -1.936 -28.667 -57.806
3 16 -3.055 -28.843 -59.724 -3.208 -29.857 -60.162 -2.327 -30.909 -57.922
3 16 -3.223 -28.455 -62.28 -3.055 -28.843 -59.724 -3.014 -27.159 -61.928
3 16 -3.014 -27.159 -61.928 -3.077 -28.306 -64.209 -3.223 -28.455 -62.28
3 16 -3.014 -27.159 -61.928 -2.812 -26.451 -63.937 -3.077 -28.306 -64.209
3 16 -2.035 -25.825 -63.662 -3.014 -27.159 -61.928 -2.298 -26.75 -61.021
3 16 -3.055 -28.843 -59.724 -2.298 -26.75 -61.021 -3.014 -27.159 -61.928
3 16 -3.055 -28.843 -59.724 -1.936 -28.667 -57.806 -2.298 -26.75 -61.021
3 16 -2.035 -25.825 -63.662 -2.812 -26.451 -63.937 -3.014 -27.159 -61.928
3 16 -.527 -26.056 -60.817 3.99 -25.697 -60.773 3.95 -25.122 -63.37
3 16 3.95 -25.122 -63.37 -.526 -25.417 -63.455 -.527 -26.056 -60.817
5 24 3.95 -25.122 -63.37 -.527 -26.056 -60.817 -.526 -25.417 -63.455 3.99 -25.697 -60.773
3 16 3.99 -25.697 -60.773 -.527 -26.056 -60.817 .449 -26.753 -57.613
3 16 -1.936 -28.667 -57.806 -.527 -26.056 -60.817 -2.298 -26.75 -61.021
3 16 -.526 -25.417 -63.455 -2.298 -26.75 -61.021 -.527 -26.056 -60.817
3 16 -.526 -25.417 -63.455 -2.035 -25.825 -63.662 -2.298 -26.75 -61.021
3 16 3.99 -25.697 -60.773 .449 -26.753 -57.613 4.204 -26.157 -57.802
3 16 10.062 -26.566 -60.873 9.935 -25.825 -63.662 8.426 -25.417 -63.455
3 16 10.062 -26.566 -60.873 8.426 -25.417 -63.455 8.361 -26.047 -60.708
3 16 7.857 -26.708 -57.903 10.062 -26.566 -60.873 8.361 -26.047 -60.708
3 16 7.857 -26.708 -57.903 10.048 -28.345 -57.89 10.062 -26.566 -60.873
4 16 8.361 -26.047 -60.708 8.426 -25.417 -63.455 3.95 -25.122 -63.37 3.99 -25.697 -60.773
3 16 3.99 -25.697 -60.773 7.857 -26.708 -57.903 8.361 -26.047 -60.708
3 16 3.99 -25.697 -60.773 4.204 -26.157 -57.802 7.857 -26.708 -57.903
3 16 4.204 -26.157 -57.802 7.348 -26.573 -56.699 7.857 -26.708 -57.903
3 16 4.204 -26.157 -57.802 4.592 -25.917 -56.643 7.348 -26.573 -56.699
3 16 1.745 -26.613 -56.122 4.592 -25.917 -56.643 4.204 -26.157 -57.802
3 16 1.745 -26.613 -56.122 4.204 -26.157 -57.802 .449 -26.753 -57.613
3 16 .449 -26.753 -57.613 .147 -28.099 -55.352 1.745 -26.613 -56.122
4 16 -.527 -26.056 -60.817 -1.936 -28.667 -57.806 .147 -28.099 -55.352 .449 -26.753 -57.613
3 16 7.857 -26.708 -57.903 9.173 -28.267 -56.274 10.048 -28.345 -57.89
3 16 7.857 -26.708 -57.903 7.348 -26.573 -56.699 9.173 -28.267 -56.274
3 16 11.024 -30.655 -64.269 11.248 -28.976 -64.38 11.278 -29.373 -61.672
3 16 11.024 -30.655 -64.269 11.278 -29.373 -61.672 11.047 -30.858 -61.71
3 16 11.047 -30.858 -61.71 11.278 -29.373 -61.672 11.141 -29.642 -60.056
3 16 11.047 -30.858 -61.71 11.141 -29.642 -60.056 10.813 -31.027 -59.397
3 16 10.813 -31.027 -59.397 11.141 -29.642 -60.056 10.334 -30.702 -57.741
3 16 11.278 -29.373 -61.672 11.248 -28.976 -64.38 10.977 -28.306 -64.209
3 16 11.278 -29.373 -61.672 10.977 -28.306 -64.209 11.173 -28.485 -61.577
4 16 11.016 -28.748 -59.763 11.141 -29.642 -60.056 11.278 -29.373 -61.672 11.173 -28.485 -61.577
3 16 11.141 -29.642 -60.056 11.016 -28.748 -59.763 10.048 -28.345 -57.89
3 16 11.141 -29.642 -60.056 10.048 -28.345 -57.89 10.334 -30.702 -57.741
3 16 10.977 -28.306 -64.209 10.712 -26.451 -63.937 11.003 -27.434 -61.269
3 16 10.977 -28.306 -64.209 11.003 -27.434 -61.269 11.173 -28.485 -61.577
3 16 11.016 -28.748 -59.763 11.173 -28.485 -61.577 11.003 -27.434 -61.269
3 16 11.016 -28.748 -59.763 11.003 -27.434 -61.269 10.062 -26.566 -60.873
3 16 11.016 -28.748 -59.763 10.062 -26.566 -60.873 10.048 -28.345 -57.89
3 16 9.935 -25.825 -63.662 11.003 -27.434 -61.269 10.712 -26.451 -63.937
3 16 9.935 -25.825 -63.662 10.062 -26.566 -60.873 11.003 -27.434 -61.269
3 16 11.766 -5.142 -1.269 6.354 -4.876 -4.182 6.246 -2.646 -4.208
3 16 11.766 -5.142 -1.269 6.246 -2.646 -4.208 11.96 -2.655 -1.178
3 16 8.761 -1.625 9.388 8.098 -3.621 9.342 8.109 -3.61 11.085
3 16 8.761 -1.625 9.388 8.109 -3.61 11.085 8.66 -1.648 11.119
3 16 8.66 -1.648 11.119 9.866 0 9.468 8.761 -1.625 9.388
3 16 8.66 -1.648 11.119 9.801 0 11.447 9.866 0 9.468
3 16 -4.923 0 -18.814 -8.4 -2.065 -15.655 -7.278 0 -15.095
3 16 -4.923 0 -18.814 -6.002 -2.035 -19.692 -8.4 -2.065 -15.655
3 16 -8.4 -2.065 -15.655 -6.002 -2.035 -19.692 -6.503 -4.705 -19.742
3 16 -8.4 -2.065 -15.655 -6.503 -4.705 -19.742 -8.749 -4.839 -15.701
3 16 .408 -2.471 -7.727 .708 -4.724 -7.75 .055 -4.586 -9.353
3 16 .408 -2.471 -7.727 .055 -4.586 -9.353 -.287 -2.387 -9.332
3 16 -.287 -2.387 -9.332 -1.059 0 -6.787 .408 -2.471 -7.727
3 16 -.287 -2.387 -9.332 -2.221 0 -8.745 -1.059 0 -6.787
4 16 -7.676 -2.006 -2.964 -9.445 -1.989 -6.187 -9.677 -4.788 -6.067 -7.894 -4.697 -2.793
3 16 -6.999 0 -3.532 -9.445 -1.989 -6.187 -7.676 -2.006 -2.964
3 16 -6.999 0 -3.532 -8.392 0 -6.557 -9.445 -1.989 -6.187
5 24 2.315 -31.909 -50.678 4.249 -33.668 -54.371 5.349 -32.714 -50.119 1.632 -33.089 -54.411
5 24 4.249 -33.668 -54.371 5.349 -32.714 -50.119 2.315 -31.909 -50.678 6.605 -33.154 -54.666
5 24 5.349 -32.714 -50.119 2.315 -31.909 -50.678 4.249 -33.668 -54.371 4.718 -30.98 -46.874
5 24 2.315 -31.909 -50.678 1.632 -33.089 -54.411 4.249 -33.668 -54.371 .783 -30.186 -51.305
5 24 1.632 -33.089 -54.411 4.249 -33.668 -54.371 2.315 -31.909 -50.678 4.027 -33.852 -55.252
5 24 .783 -30.186 -51.305 1.632 -33.089 -54.411 2.315 -31.909 -50.678 .108 -31.434 -54.517
5 24 2.315 -31.909 -50.678 .783 -30.186 -51.305 1.632 -33.089 -54.411 1.7 -30.236 -47.945
5 24 .783 -30.186 -51.305 .108 -31.434 -54.517 1.632 -33.089 -54.411 -.287 -29.811 -54.723
5 24 .108 -31.434 -54.517 1.632 -33.089 -54.411 .783 -30.186 -51.305 1.46 -33.484 -55.598
5 24 -.287 -29.811 -54.723 .108 -31.434 -54.517 .783 -30.186 -51.305 -1.102 -32.455 -57.269
5 24 .783 -30.186 -51.305 -.287 -29.811 -54.723 .108 -31.434 -54.517 .513 -28.041 -52.356
5 24 .783 -30.186 -51.305 .513 -28.041 -52.356 -.287 -29.811 -54.723 -.172 -28.625 -49.086
5 24 .513 -28.041 -52.356 -.287 -29.811 -54.723 .783 -30.186 -51.305 .147 -28.099 -55.352
5 24 .147 -28.099 -55.352 -.287 -29.811 -54.723 .513 -28.041 -52.356 -1.936 -28.667 -57.806
5 24 .513 -28.041 -52.356 .147 -28.099 -55.352 -.287 -29.811 -54.723 1.464 -26.274 -53.045
5 24 .513 -28.041 -52.356 1.464 -26.274 -53.045 .147 -28.099 -55.352 -.465 -26.52 -50.458
5 24 1.464 -26.274 -53.045 .147 -28.099 -55.352 .513 -28.041 -52.356 1.745 -26.613 -56.122
