0 Sticker  2.5 x  2.7 with Blue Markings on Dark Bluish Grey Background (Formed)
3 1 -13.3943 .75 -40.0504 -15.6 1.9724 -47.7 -12.2 2.0683 -48.3
3 1 -12.2 2.0683 -48.3 -7.6 1.0775 -42.1 -13.3943 .75 -40.0504
3 1 -7.6 1.0775 -42.1 -6.1726 .75 -40.0504 -13.3943 .75 -40.0504
4 1 1.0779 .75 -40.0504 1.15 1.2054 -42.9 1.95 1.4211 -44.25 4.6 1.461 -44.5
4 1 8.1 2.1242 -48.65 4.6 1.461 -44.5 1.95 1.4211 -44.25 2.9 1.7806 -46.5
4 1 2.9 1.7806 -46.5 4.5258 2.35 -50.063 9.3977 2.35 -50.063 8.1 2.1242 -48.65
4 1 16.3002 2.35 -50.063 15.6 1.9724 -47.7 12.2 2.0683 -48.3 13.5978 2.35 -50.063
3 1 13.3943 .75 -40.0504 7.6 1.0775 -42.1 12.2 2.0683 -48.3
3 1 12.2 2.0683 -48.3 15.6 1.9724 -47.7 13.3943 .75 -40.0504
3 1 7.6 1.0775 -42.1 13.3943 .75 -40.0504 6.1726 .75 -40.0504
4 1 0 .9976 -41.6 1.15 1.2054 -42.9 1.0779 .75 -40.0504 -1.0779 .75 -40.0504
4 1 -9.3977 2.35 -50.063 -10.35 2.5986 -51.1 -5.25 2.7304 -51.65 -4.5258 2.35 -50.063
4 1 -5.25 2.7304 -51.65 -10.35 2.5986 -51.1 -7.55 3.4495 -54.65 -6.4 3.1739 -53.5
4 1 -7.55 3.4495 -54.65 -10.35 2.5986 -51.1 -12.75 3.1739 -53.5 -8.65 3.5454 -55.05
4 1 -8.65 3.5454 -55.05 -12.75 3.1739 -53.5 -12.95 3.6053 -55.3 -10.5 3.6293 -55.4
3 1 -12.75 3.1739 -53.5 -14.35 3.5454 -55.05 -12.95 3.6053 -55.3
3 1 -13.5978 2.35 -50.063 -17.2 3.078 -53.1 -17.6 3.4974 -54.85
3 1 -17.6 3.4974 -54.85 -16.6 3.2577 -53.85 -13.5978 2.35 -50.063
3 1 -17.2 3.078 -53.1 -13.5978 2.35 -50.063 -16.3002 2.35 -50.063
4 1 4.5258 2.35 -50.063 5.25 2.7304 -51.65 10.35 2.5986 -51.1 9.3977 2.35 -50.063
4 1 5.25 2.7304 -51.65 6.4 3.1739 -53.5 7.55 3.4495 -54.65 10.35 2.5986 -51.1
4 1 7.55 3.4495 -54.65 8.65 3.5454 -55.05 12.75 3.1739 -53.5 10.35 2.5986 -51.1
4 1 8.65 3.5454 -55.05 10.5 3.6293 -55.4 12.95 3.6053 -55.3 12.75 3.1739 -53.5
3 1 12.75 3.1739 -53.5 12.95 3.6053 -55.3 14.35 3.5454 -55.05
3 1 13.5978 2.35 -50.063 16.6 3.2577 -53.85 17.6 3.4974 -54.85
3 1 17.6 3.4974 -54.85 17.2 3.078 -53.1 13.5978 2.35 -50.063
3 1 17.2 3.078 -53.1 16.3002 2.35 -50.063 13.5978 2.35 -50.063
3 72 -26.5 -.25 -16.0201 -26.8827 -.25 -16.0963 -27.4239 -.25 -16.6382
3 72 -27.4239 -.25 -16.6382 -26.8827 -.25 -16.0963 -27.2071 -.25 -16.3134
3 72 -27.5 -.25 -17.0214 -26.5 -.25 -16.0201 -27.4239 -.25 -16.6382
4 72 -25.4908 -.25 -17.0214 -25.6469 -.25 -16.0201 -26.5 -.25 -16.0201 -27.5 -.25 -17.0214
3 72 27.5 -.25 -17.0214 26.8827 -.25 -16.0963 26.5 -.25 -16.0201
3 72 27.5 -.25 -17.0214 26.5 -.25 -16.0201 25.6469 -.25 -16.0201
3 72 27.4239 -.25 -16.6382 26.8827 -.25 -16.0963 27.5 -.25 -17.0214
3 72 27.4239 -.25 -16.6382 27.2071 -.25 -16.3134 26.8827 -.25 -16.0963
3 72 -25.05 -.25 -19.85 -27.5 -.25 -17.0214 -27.4981 -.25 -30.0378
3 72 -27.4981 -.25 -30.0378 -24.15 -.25 -23.8 -25.05 -.25 -19.85
3 72 -24.15 -.25 -23.8 -27.4981 -.25 -30.0378 -22.8 -.25 -28.15
4 72 -10.9 -.25 -29.5 -11.55 -.25 -29.2 -11.6024 -.25 -30.0378 -11.1264 -.25 -30.0378
3 72 -13.75 -.25 -22.6 -17.05 -.25 -25 -15.55 -.25 -25.4
3 72 -13.75 -.25 -22.6 -15.55 -.25 -25.4 -14.1 -.25 -25.8
3 72 -13.75 -.25 -22.6 -14.1 -.25 -25.8 -12.7 -.25 -26.65
4 72 -10.45 -.25 -29.2 -13.75 -.25 -22.6 -12.7 -.25 -26.65 -11.95 -.25 -27.75
4 72 -11.95 -.25 -27.75 -11.55 -.25 -29.2 -10.9 -.25 -29.5 -10.45 -.25 -29.2
3 72 -13.75 -.25 -22.6 -10.45 -.25 -29.2 -9.95 -.25 -29.45
4 72 -13.1396 -.25 -16.0201 -11.85 -.25 -18.5 -8.35 -.25 -18.15 -9.5388 -.25 -16.0201
4 72 -11.85 -.25 -18.5 -9.85 -.25 -22.2 -6.5 -.25 -21.35 -8.35 -.25 -18.15
4 72 -9.85 -.25 -22.2 -6.85 -.25 -27.4 -4.05 -.25 -25.55 -6.5 -.25 -21.35
3 72 -21.961 -.25 -30.0378 -22.8 -.25 -28.15 -27.4981 -.25 -30.0378
4 72 -6.85 -.25 -27.4 -5.2014 -.25 -30.0378 -1.9 -.25 -29 -4.05 -.25 -25.55
3 72 -2.6647 -.25 -30.0378 -1.9 -.25 -29 -5.2014 -.25 -30.0378
4 72 -9.5679 -.25 -30.0378 -8.8335 -.25 -30.0378 -13.75 -.25 -22.6 -9.95 -.25 -29.45
4 72 27.5 -.25 -17.0214 25.05 -.25 -19.85 24.15 -.25 -23.8 27.5 -.25 -30.0378
3 72 24.15 -.25 -23.8 22.8 -.25 -28.15 27.5 -.25 -30.0378
4 72 10.9 -.25 -29.5 11.1264 -.25 -30.0378 11.6024 -.25 -30.0378 11.55 -.25 -29.2
3 72 13.75 -.25 -22.6 15.55 -.25 -25.4 17.05 -.25 -25
3 72 13.75 -.25 -22.6 14.1 -.25 -25.8 15.55 -.25 -25.4
3 72 13.75 -.25 -22.6 12.7 -.25 -26.65 14.1 -.25 -25.8
4 72 10.45 -.25 -29.2 11.95 -.25 -27.75 12.7 -.25 -26.65 13.75 -.25 -22.6
4 72 11.95 -.25 -27.75 10.45 -.25 -29.2 10.9 -.25 -29.5 11.55 -.25 -29.2
3 72 13.75 -.25 -22.6 9.95 -.25 -29.45 10.45 -.25 -29.2
4 72 8.35 -.25 -18.15 11.85 -.25 -18.5 13.1396 -.25 -16.0201 9.5388 -.25 -16.0201
4 72 11.85 -.25 -18.5 8.35 -.25 -18.15 6.5 -.25 -21.35 9.85 -.25 -22.2
4 72 9.85 -.25 -22.2 6.5 -.25 -21.35 4.05 -.25 -25.55 6.85 -.25 -27.4
3 72 27.5 -.25 -30.0378 22.8 -.25 -28.15 21.961 -.25 -30.0378
4 72 1.9 -.25 -29 5.2014 -.25 -30.0378 6.85 -.25 -27.4 4.05 -.25 -25.55
3 72 5.2014 -.25 -30.0378 1.9 -.25 -29 2.6647 -.25 -30.0378
4 72 9.5679 -.25 -30.0378 9.95 -.25 -29.45 13.75 -.25 -22.6 8.8335 -.25 -30.0378
3 72 25.05 -.25 -19.85 27.5 -.25 -17.0214 25.6469 -.25 -16.0201
3 72 -25.05 -.25 -19.85 -25.4908 -.25 -17.0214 -27.5 -.25 -17.0214
3 72 -21 -.0341 -32.2 -26.5 .75 -40.0504 -19.15 .2406 -34.95
3 72 -19.15 .2406 -34.95 -26.5 .75 -40.0504 -17.4 .4304 -36.85
3 72 -17.4 .4304 -36.85 -26.5 .75 -40.0504 -15.95 .5352 -37.9
4 72 -15.95 .5352 -37.9 -26.5 .75 -40.0504 -13.75 .6651 -39.2 -14.2 .6251 -38.8
4 72 -14.2 .6251 -38.8 -13.75 .6651 -39.2 -12.85 .3954 -36.5 -13.45 .4254 -36.8
4 72 -13.45 .4254 -36.8 -12.85 .3954 -36.5 -11.95 .0558 -33.1 -12.45 .1307 -33.85
4 72 -12.45 .1307 -33.85 -11.95 .0558 -33.1 -11.3 -.2088 -30.45 -11.65 -.1739 -30.8
4 72 -11.6024 -.25 -30.0378 -11.65 -.1739 -30.8 -11.3 -.2088 -30.45 -11.1264 -.25 -30.0378
3 72 -5.95 .1857 -34.4 -7.95 .2106 -34.65 -7.75 .4453 -37
3 72 -8.5 .0059 -32.6 -7.95 .2106 -34.65 -5.95 .1857 -34.4
4 72 -8.8335 -.25 -30.0378 -9.3 -.2088 -30.45 -8.5 .0059 -32.6 -5.95 .1857 -34.4
4 72 2.15 .2356 -34.9 0 -.074 -31.8 -2.15 .2356 -34.9 0 .5153 -37.7
3 72 -13.75 .6651 -39.2 -26.5 .75 -40.0504 -13.9942 .75 -40.0504
3 72 -26.5 .75 -40.0504 -21.961 -.25 -30.0378 -27.4981 -.25 -30.0378
3 72 -21.961 -.25 -30.0378 -26.5 .75 -40.0504 -21 -.0341 -32.2
3 72 -4.85 -.1939 -30.6 -2.6647 -.25 -30.0378 -5.2014 -.25 -30.0378
3 72 -2.6647 -.25 -30.0378 -4.85 -.1939 -30.6 -4 -.069 -31.85
3 72 -9.3 -.2088 -30.45 -8.8335 -.25 -30.0378 -9.5679 -.25 -30.0378
3 72 -1.9258 .75 -40.0504 -3.8 .5252 -37.8 -5.4125 .75 -40.0504
3 72 21 -.0341 -32.2 19.15 .2406 -34.95 26.5 .75 -40.0504
3 72 19.15 .2406 -34.95 17.4 .4304 -36.85 26.5 .75 -40.0504
3 72 17.4 .4304 -36.85 15.95 .5352 -37.9 26.5 .75 -40.0504
4 72 15.95 .5352 -37.9 14.2 .6251 -38.8 13.75 .6651 -39.2 26.5 .75 -40.0504
4 72 12.85 .3954 -36.5 13.75 .6651 -39.2 14.2 .6251 -38.8 13.45 .4254 -36.8
4 72 11.95 .0558 -33.1 12.85 .3954 -36.5 13.45 .4254 -36.8 12.45 .1307 -33.85
4 72 11.3 -.2088 -30.45 11.95 .0558 -33.1 12.45 .1307 -33.85 11.65 -.1739 -30.8
4 72 11.1264 -.25 -30.0378 11.3 -.2088 -30.45 11.65 -.1739 -30.8 11.6024 -.25 -30.0378
3 72 5.95 .1857 -34.4 7.75 .4453 -37 7.95 .2106 -34.65
3 72 8.5 .0059 -32.6 5.95 .1857 -34.4 7.95 .2106 -34.65
3 72 9.3 -.2088 -30.45 5.95 .1857 -34.4 8.5 .0059 -32.6
3 72 13.75 .6651 -39.2 13.9967 .75 -40.0504 26.5 .75 -40.0504
3 72 26.5 .75 -40.0504 27.5 -.25 -30.0378 21.961 -.25 -30.0378
3 72 21.961 -.25 -30.0378 21 -.0341 -32.2 26.5 .75 -40.0504
3 72 4.85 -.1939 -30.6 5.2014 -.25 -30.0378 2.6647 -.25 -30.0378
3 72 2.6647 -.25 -30.0378 4 -.069 -31.85 4.85 -.1939 -30.6
4 72 8.8335 -.25 -30.0378 5.95 .1857 -34.4 9.3 -.2088 -30.45 9.5679 -.25 -30.0378
3 72 5.4125 .75 -40.0504 3.8 .5252 -37.8 1.9258 .75 -40.0504
4 72 -24.5 2.35 -50.063 -16.1 1.9085 -47.3 -13.9942 .75 -40.0504 -26.5 .75 -40.0504
3 72 -16.1 1.9085 -47.3 -24.5 2.35 -50.063 -16.9341 2.35 -50.063
4 72 -10.113 2.35 -50.063 -8.9 2.1562 -48.85 -8.35 1.4051 -44.15 -12.8013 2.35 -50.063
3 72 -5.4125 .75 -40.0504 -8.35 1.4051 -44.15 -8.9 2.1562 -48.85
3 72 -8.9 2.1562 -48.85 -5.7 1.5329 -44.95 -5.4125 .75 -40.0504
3 72 -5.7 1.5329 -44.95 -1.9258 .75 -40.0504 -5.4125 .75 -40.0504
4 72 16.1 1.9085 -47.3 24.5 2.35 -50.063 26.5 .75 -40.0504 13.9967 .75 -40.0504
3 72 16.1 1.9085 -47.3 16.9341 2.35 -50.063 24.5 2.35 -50.063
4 72 10.113 2.35 -50.063 12.8013 2.35 -50.063 8.35 1.4051 -44.15 8.9 2.1562 -48.85
3 72 5.4125 .75 -40.0504 5.7 1.5329 -44.95 8.9 2.1562 -48.85
3 72 8.9 2.1562 -48.85 8.35 1.4051 -44.15 5.4125 .75 -40.0504
3 72 5.7 1.5329 -44.95 5.4125 .75 -40.0504 1.9258 .75 -40.0504
4 72 3.8532 2.35 -50.063 2.3 1.7886 -46.55 -2.3 1.7886 -46.55 -3.8532 2.35 -50.063
4 72 -2.3 1.7886 -46.55 2.3 1.7886 -46.55 1.4 1.477 -44.6 -1.4 1.477 -44.6
4 72 1.4 1.477 -44.6 .65 1.2853 -43.4 -.65 1.2853 -43.4 -1.4 1.477 -44.6
3 72 0 1.1654 -42.65 -.65 1.2853 -43.4 .65 1.2853 -43.4
3 72 -17.7 2.9581 -52.6 -16.9341 2.35 -50.063 -24.5 2.35 -50.063
3 72 -17.7 2.9581 -52.6 -24.5 2.35 -50.063 -21 4.75 -60.0755
3 72 -21 4.75 -60.0755 -18.3 3.4615 -54.7 -17.7 2.9581 -52.6
3 72 -18.3 3.4615 -54.7 -21 4.75 -60.0755 -18.35 3.6413 -55.45
3 72 -18.35 3.6413 -55.45 -21 4.75 -60.0755 -18.1 3.857 -56.35
4 72 -21 4.75 -60.0755 -15.35 3.6053 -55.3 -16.9 3.5574 -55.1 -18.1 3.857 -56.35
3 72 -12.8013 2.35 -50.063 -16.9 3.5574 -55.1 -15.35 3.6053 -55.3
3 72 -15.35 3.6053 -55.3 -13.45 3.1259 -53.3 -12.8013 2.35 -50.063
4 72 -12.8013 2.35 -50.063 -13.45 3.1259 -53.3 -11.4 2.6585 -51.35 -10.113 2.35 -50.063
3 72 -15.35 3.6053 -55.3 -21 4.75 -60.0755 -14.1 3.7252 -55.8
3 72 -14.1 3.7252 -55.8 -21 4.75 -60.0755 -11.6 3.7851 -56.05
3 72 -9.05 3.7491 -55.9 -11.6 3.7851 -56.05 .1782 4.75 -60.0755
3 72 -7.8 3.6652 -55.55 -9.05 3.7491 -55.9 .1782 4.75 -60.0755
3 72 -6.85 3.4974 -54.85 -7.8 3.6652 -55.55 .1782 4.75 -60.0755
3 72 -5.6 3.1739 -53.5 -6.85 3.4974 -54.85 .1782 4.75 -60.0755
3 72 -4.4 2.6465 -51.3 -5.6 3.1739 -53.5 .1782 4.75 -60.0755
3 72 17.7 2.9581 -52.6 24.5 2.35 -50.063 16.9341 2.35 -50.063
4 72 24.5 2.35 -50.063 17.7 2.9581 -52.6 18.3 3.4615 -54.7 21 4.75 -60.0755
3 72 18.3 3.4615 -54.7 18.35 3.6413 -55.45 21 4.75 -60.0755
3 72 18.35 3.6413 -55.45 18.1 3.857 -56.35 21 4.75 -60.0755
3 72 12.8013 2.35 -50.063 13.45 3.1259 -53.3 15.35 3.6053 -55.3
3 72 15.35 3.6053 -55.3 16.9 3.5574 -55.1 12.8013 2.35 -50.063
4 72 10.113 2.35 -50.063 11.4 2.6585 -51.35 13.45 3.1259 -53.3 12.8013 2.35 -50.063
4 72 16.9 3.5574 -55.1 15.35 3.6053 -55.3 21 4.75 -60.0755 18.1 3.857 -56.35
3 72 15.35 3.6053 -55.3 14.1 3.7252 -55.8 21 4.75 -60.0755
4 72 .1782 4.75 -60.0755 21 4.75 -60.0755 14.1 3.7252 -55.8 11.6 3.7851 -56.05
3 72 9.05 3.7491 -55.9 .1782 4.75 -60.0755 11.6 3.7851 -56.05
3 72 7.8 3.6652 -55.55 .1782 4.75 -60.0755 9.05 3.7491 -55.9
3 72 6.85 3.4974 -54.85 .1782 4.75 -60.0755 7.8 3.6652 -55.55
3 72 5.6 3.1739 -53.5 .1782 4.75 -60.0755 6.85 3.4974 -54.85
4 72 -4.4 2.6465 -51.3 .1782 4.75 -60.0755 5.6 3.1739 -53.5 4.4 2.6465 -51.3
3 72 .1782 4.75 -60.0755 -11.6 3.7851 -56.05 -21 4.75 -60.0755
4 72 -4.4 2.6465 -51.3 4.4 2.6465 -51.3 3.8532 2.35 -50.063 -3.8532 2.35 -50.063
3 72 -18.6239 6.8148 -66.9669 .1782 4.75 -60.0755 -21 4.75 -60.0755
3 72 -18.6239 6.8148 -66.9669 18.6239 6.8148 -66.9669 .1782 4.75 -60.0755
3 72 18.6239 6.8148 -66.9669 21 4.75 -60.0755 .1782 4.75 -60.0755
4 72 -18.6239 6.8148 -66.9669 -17.7 7 -67.585 17.7 7 -67.585 18.6239 6.8148 -66.9669
4 72 17.7 7 -67.585 18.0827 6.9772 -67.5088 18.4071 6.9121 -67.2917 18.6239 6.8148 -66.9669
4 72 -18.4071 6.9121 -67.2917 -18.0827 6.9772 -67.5088 -17.7 7 -67.585 -18.6239 6.8148 -66.9669

4 16 27.4239 0 -16.6173 27.5 0 -17 26.5 0 -16 26.8827 0 -16.0761
3 16 27.2071 0 -16.2929 27.4239 0 -16.6173 26.8827 0 -16.0761
4 16 -26.8827 0 -16.0761 -26.5 0 -16 -27.5 0 -17 -27.4239 0 -16.6173
3 16 -27.2071 0 -16.2929 -26.8827 0 -16.0761 -27.4239 0 -16.6173
4 16 -26.5 0 -16 26.5 0 -16 27.5 0 -17 -27.5 0 -17
4 16 27.5 0 -17 27.5 0 -30 -27.5 0 -30 -27.5 0 -17
4 16 -27.5 0 -30 27.5 0 -30 26.5 1 -40 -26.5 1 -40
4 16 26.5 1 -40 24.5 2.6 -50 -24.5 2.6 -50 -26.5 1 -40
4 16 24.5 2.6 -50 21 5 -60 -21 5 -60 -24.5 2.6 -50
4 16 17.7 7.25 -67.5 18.6239 7.0648 -66.8827 18.4071 7.1621 -67.2071 18.0827 7.2272 -67.4239
4 16 -17.7 7.25 -67.5 -18.0827 7.2272 -67.4239 -18.4071 7.1621 -67.2071 -18.6239 7.0648 -66.8827
4 16 -21 5 -60 21 5 -60 18.6239 7.0648 -66.8827 -18.6239 7.0648 -66.8827
4 16 -17.7 7.25 -67.5 -18.6239 7.0648 -66.8827 18.6239 7.0648 -66.8827 17.7 7.25 -67.5

5 24 27.5 0 -30 -27.5 0 -30 -27.5 0 -17 26.5 1 -40
5 24 -26.5 1 -40 26.5 1 -40 24.5 2.6 -50 -27.5 0 -30
5 24 -24.5 2.6 -50 24.5 2.6 -50 -26.5 1 -40 21 5 -60
5 24 21 5 -60 -21 5 -60 -24.5 2.6 -50 18.6239 7.0648 -66.8827

4 16 18.0827 6.9772 -67.5088 17.7 7 -67.585 17.7 7.25 -67.5 18.0827 7.2272 -67.4239
4 16 18.4071 6.9121 -67.2917 18.0827 6.9772 -67.5088 18.0827 7.2272 -67.4239 18.4071 7.1621 -67.2071
4 16 18.6239 6.8148 -66.9669 18.4071 6.9121 -67.2917 18.4071 7.1621 -67.2071 18.6239 7.0648 -66.8827
4 16 21 4.75 -60.0755 18.6239 6.8148 -66.9669 18.6239 7.0648 -66.8827 21 5 -60
4 16 24.5 2.35 -50.063 21 4.75 -60.0755 21 5 -60 24.5 2.6 -50
4 16 26.5 .75 -40.0504 24.5 2.35 -50.063 24.5 2.6 -50 26.5 1 -40
4 16 27.5 -.25 -30.0378 26.5 .75 -40.0504 26.5 1 -40 27.5 0 -30
4 16 27.5 -.25 -17.0214 27.5 -.25 -30.0378 27.5 0 -30 27.5 0 -17
4 16 27.4239 0 -16.6173 27.4239 -.25 -16.6382 27.5 -.25 -17.0214 27.5 0 -17
4 16 27.2071 0 -16.2929 27.2071 -.25 -16.3134 27.4239 -.25 -16.6382 27.4239 0 -16.6173
4 16 26.8827 0 -16.0761 26.8827 -.25 -16.0963 27.2071 -.25 -16.3134 27.2071 0 -16.2929
4 16 26.5 0 -16 26.5 -.25 -16.0201 26.8827 -.25 -16.0963 26.8827 0 -16.0761
4 16 -26.5 -.25 -16.0201 26.5 -.25 -16.0201 26.5 0 -16 -26.5 0 -16
4 16 -26.8827 0 -16.0761 -26.8827 -.25 -16.0963 -26.5 -.25 -16.0201 -26.5 0 -16
4 16 -27.2071 0 -16.2929 -27.2071 -.25 -16.3134 -26.8827 -.25 -16.0963 -26.8827 0 -16.0761
4 16 -27.4239 0 -16.6173 -27.4239 -.25 -16.6382 -27.2071 -.25 -16.3134 -27.2071 0 -16.2929
4 16 -27.5 0 -17 -27.5 -.25 -17.0214 -27.4239 -.25 -16.6382 -27.4239 0 -16.6173
4 16 -27.4981 -.25 -30.0378 -27.5 -.25 -17.0214 -27.5 0 -17 -27.5 0 -30
4 16 -26.5 .75 -40.0504 -27.4981 -.25 -30.0378 -27.5 0 -30 -26.5 1 -40
4 16 -24.5 2.35 -50.063 -26.5 .75 -40.0504 -26.5 1 -40 -24.5 2.6 -50
4 16 -21 4.75 -60.0755 -24.5 2.35 -50.063 -24.5 2.6 -50 -21 5 -60
4 16 -18.6239 6.8148 -66.9669 -21 4.75 -60.0755 -21 5 -60 -18.6239 7.0648 -66.8827
4 16 -18.4071 6.9121 -67.2917 -18.6239 6.8148 -66.9669 -18.6239 7.0648 -66.8827 -18.4071 7.1621 -67.2071
4 16 -18.0827 6.9772 -67.5088 -18.4071 6.9121 -67.2917 -18.4071 7.1621 -67.2071 -18.0827 7.2272 -67.4239
4 16 -18.0827 7.2272 -67.4239 -18.0827 6.9772 -67.5088 -17.7 7 -67.585 -17.7 7.25 -67.5
4 16 17.7 7.25 -67.5 17.7 7 -67.585 -17.7 7 -67.585 -17.7 7.25 -67.5

5 24 24.5 2.35 -50.063 24.5 2.6 -50 21 4.75 -60.0755 26.5 1 -40
5 24 -24.5 2.35 -50.063 -24.5 2.6 -50 -26.5 .75 -40.0504 -21 5 -60
5 24 27.4239 -.25 -16.6382 27.4239 0 -16.6173 27.5 -.25 -17.0214 27.2071 0 -16.2929
5 24 -27.5 -.25 -17.0214 -27.5 0 -17 -27.5 0 -30 -27.4239 -.25 -16.6382
5 24 18.4071 7.1621 -67.2071 18.4071 6.9121 -67.2917 18.6239 7.0648 -66.8827 18.0827 6.9772 -67.5088
5 24 26.5 1 -40 26.5 .75 -40.0504 27.5 0 -30 24.5 2.35 -50.063
5 24 21 4.75 -60.0755 21 5 -60 18.6239 6.8148 -66.9669 24.5 2.6 -50
5 24 27.2071 0 -16.2929 27.2071 -.25 -16.3134 27.4239 -.25 -16.6382 26.8827 0 -16.0761
5 24 -27.4239 0 -16.6173 -27.4239 -.25 -16.6382 -27.5 0 -17 -27.2071 -.25 -16.3134
5 24 -27.5 0 -30 -27.4981 -.25 -30.0378 -26.5 1 -40 -27.5 -.25 -17.0214
5 24 -18.0827 7.2272 -67.4239 -18.0827 6.9772 -67.5088 -18.4071 6.9121 -67.2917 -17.7 7 -67.585
5 24 -21 4.75 -60.0755 -21 5 -60 -24.5 2.35 -50.063 -18.6239 7.0648 -66.8827
5 24 -26.5 .75 -40.0504 -26.5 1 -40 -27.4981 -.25 -30.0378 -24.5 2.6 -50
5 24 -18.6239 7.0648 -66.8827 -18.6239 6.8148 -66.9669 -18.4071 7.1621 -67.2071 -21 4.75 -60.0755
5 24 -27.2071 -.25 -16.3134 -27.2071 0 -16.2929 -26.8827 -.25 -16.0963 -27.4239 0 -16.6173
5 24 18.6239 6.8148 -66.9669 18.6239 7.0648 -66.8827 18.4071 6.9121 -67.2917 21 5 -60
5 24 27.5 -.25 -30.0378 27.5 0 -30 26.5 .75 -40.0504 27.5 0 -17
5 24 27.5 0 -17 27.5 -.25 -17.0214 27.5 -.25 -30.0378 27.4239 0 -16.6173
5 24 -26.8827 0 -16.0761 -26.8827 -.25 -16.0963 -26.5 -.25 -16.0201 -27.2071 0 -16.2929
5 24 26.5 -.25 -16.0201 26.5 0 -16 26.8827 -.25 -16.0963 -26.5 0 -16
5 24 18.0827 6.9772 -67.5088 18.0827 7.2272 -67.4239 17.7 7 -67.585 18.4071 7.1621 -67.2071
5 24 -26.5 -.25 -16.0201 -26.5 0 -16 26.5 -.25 -16.0201 -26.8827 0 -16.0761
5 24 26.8827 -.25 -16.0963 26.8827 0 -16.0761 27.2071 -.25 -16.3134 26.5 0 -16
5 24 -18.4071 6.9121 -67.2917 -18.4071 7.1621 -67.2071 -18.6239 6.8148 -66.9669 -18.0827 7.2272 -67.4239
5 24 17.7 7 -67.585 17.7 7.25 -67.5 -17.7 7 -67.585 18.0827 7.2272 -67.4239
5 24 -17.7 7 -67.585 -17.7 7.25 -67.5 17.7 7.25 -67.5 -18.0827 7.2272 -67.4239

5 24 -26.5 .75 -40.0504 26.5 .75 -40.0504 27.5 -.25 -30.0378 -24.5 2.35 -50.063
5 24 -27.4981 -.25 -30.0378 27.5 -.25 -30.0378 27.5 -.25 -17.0214 -26.5 .75 -40.0504
5 24 -21 4.75 -60.0755 21 4.75 -60.0755 24.5 2.35 -50.063 -18.6239 6.8148 -66.9669
5 24 -24.5 2.35 -50.063 24.5 2.35 -50.063 26.5 .75 -40.0504 -21 4.75 -60.0755
