0 Panel Ramp Curved  8 x 12 x  6
0 Name: 43085.dat
0 Author: Philippe Hurbain [Philo]
0 !LDRAW_ORG Part UPDATE 2020-02
0 !LICENSE Redistributable under CCAL version 2.0 : see CAreadme.txt

0 !HELP The ramp is a segment of cylinder: center 0 -110 -220; radius 230
2 24 -12 144 -200 -11 144 -200
2 24 -9 144 -200 -8 144 -200
2 24 8 144 -200 9 144 -200
2 24 11 144 -200 12 144 -200
2 24 28 144 -200 29 144 -200
2 24 -29 120 -200 -11 120 -200
2 24 -9 120 -200 9 120 -200
2 24 11 120 -200 29 120 -200
2 24 -60 120 -220 60 120 -220
2 24 60 120 -220 60 129 -220
2 24 60 120 -220 60 118.682 -200
2 24 -80 144 -140 80 144 -140
2 24 80 130.5031 -140 80 144 -140
2 24 80 144 -140 80 144 -200
2 24 -80 144 -140 -80 144 -200
2 24 -80 144 -140 -80  130.5031 -140
2 24 -36 144 -204 36 144 -204
0 // Rear underside studs
4 16 28 4 4 76 4 4 76 24 4 28 18 4
4 16 -76 4 4 -28 4 4 -28 18 4 -76 24 4
4 16 -28 18 4 28 18 4 76 24 4 -76 24 4
4 16 8 18 4 8 10 4 12 10 4 12 18 4
4 16 -12 18 4 -12 10 4 -8 10 4 -8 18 4
4 16 28 4 16 28 18 16 76 24 16 76 4 16
4 16 -28 18 16 -28 4 16 -76 4 16 -76 24 16
4 16 76 24 16 28 18 16 -28 18 16 -76 24 16
4 16 12 18 16 12 10 16 8 10 16 8 18 16
4 16 -8 18 16 -8 10 16 -12 10 16 -12 18 16
0 // Edges
2 24 -59 19 13.8012 -60 19 14
2 24 -60 19 14 -61 19 13.8012
2 24 -60 19 6 -59 19 6.1988
2 24 -61 19 6.1988 -60 19 6
2 24 -39 19 13.8012 -40 19 14
2 24 -40 19 14 -41 19 13.8012
2 24 -40 19 6 -39 19 6.1988
2 24 -41 19 6.1988 -40 19 6
2 24 41 19 13.8012 40 19 14
2 24 40 19 14 39 19 13.8012
2 24 40 19 6 41 19 6.1988
2 24 39 19 6.1988 40 19 6
2 24 61 19 13.8012 60 19 14
2 24 60 19 14 59 19 13.8012
2 24 60 19 6 61 19 6.1988
2 24 59 19 6.1988 60 19 6
2 24 -59 19 13.8012 -59 4 13.8012
2 24 -61 4 13.8012 -61 19 13.8012
2 24 -59 4 6.1988 -59 19 6.1988
2 24 -61 19 6.1988 -61 4 6.1988
2 24 -39 19 13.8012 -39 4 13.8012
2 24 -41 4 13.8012 -41 19 13.8012
2 24 -39 4 6.1988 -39 19 6.1988
2 24 -41 19 6.1988 -41 4 6.1988
2 24 41 19 13.8012 41 4 13.8012
2 24 39 4 13.8012 39 19 13.8012
2 24 41 4 6.1988 41 19 6.1988
2 24 39 19 6.1988 39 4 6.1988
2 24 61 19 13.8012 61 4 13.8012
2 24 59 4 13.8012 59 19 13.8012
2 24 61 4 6.1988 61 19 6.1988
2 24 59 19 6.1988 59 4 6.1988
0 // Front underside studs
4 16 -79 136 -200 -79 135 -200 -80 135 -200 -80 144 -200
3 16 -79 136 -200 -80 144 -200 -76 136 -200
4 16 -80 144 -200 -57 144 -200 -57 136 -200 -76 136 -200
4 16 80 135 -200 79 135 -200 79 136 -200 80 144 -200
3 16 80 144 -200 79 136 -200 76 136 -200
4 16 80 144 -200 76 136 -200 57 136 -200 57 144 -200
4 16 36 144 -204 36 124 -204 28 124 -204 28 138 -204
4 16 -28 138 -204 -28 124 -204 -36 124 -204 -36 144 -204
4 16 36 144 -204 28 138 -204 -28 138 -204 -36 144 -204
4 16 12 138 -204 12 130 -204 8 130 -204 8 138 -204
4 16 -8 138 -204 -8 130 -204 -12 130 -204 -12 138 -204
4 16 36 144 -216 28 138 -216 28 124 -216 36 124 -216
4 16 -28 138 -216 -36 144 -216 -36 124 -216 -28 124 -216
4 16 36 144 -216 -36 144 -216 -28 138 -216 28 138 -216
4 16 12 138 -216 8 138 -216 8 130 -216 12 130 -216
4 16 -8 138 -216 -12 138 -216 -12 130 -216 -8 130 -216
4 16 -40 135 -220 -40 135 -219 -40 136 -219 -40 144 -220
4 16 -40 144 -216 -40 144 -220 -40 136 -219 -40 136 -216
4 16 40 136 -219 40 135 -219 40 135 -220 40 144 -220
4 16 40 144 -220 40 144 -216 40 136 -216 40 136 -219
4 16 -79 135 -219 -80 135 -220 -80 135 -200 -79 135 -200
4 16 -40 135 -220 -80 135 -220 -79 135 -219 -40 135 -219
4 16 80 135 -200 80 135 -220 79 135 -219 79 135 -200
4 16 79 135 -219 80 135 -220 40 135 -220 40 135 -219
4 16 -40 136 -219 -79 136 -219 -76 136 -216 -40 136 -216
4 16 -76 136 -216 -79 136 -219 -79 136 -200 -76 136 -200
4 16 76 136 -216 79 136 -219 40 136 -219 40 136 -216
4 16 79 136 -200 79 136 -219 76 136 -216 76 136 -200
0 // Edges
2 24 -57 124 -212.5716 -57 130 -212.5716
2 24 -57 130 -212.5716 -57.1716 130 -212.8284
2 24 -57.1716 130 -207.1716 -57 130 -207.4284
2 24 -57 130 -207.4284 -57 124 -207.4284
2 24 57 124 -212.5716 57 130 -212.5716
2 24 57 130 -212.5716 57.1716 130 -212.8284
2 24 57.1716 130 -207.1716 57 130 -207.4284
2 24 57 130 -207.4284 57 124 -207.4284
0 // Front underside stud4s
4 16 -29 120 -200 -29 120 -196 -11 120 -196 -11 120 -200
4 16 -9 120 -200 -9 120 -196 9 120 -196 9 120 -200
4 16 29 120 -196 29 120 -200 11 120 -200 11 120 -196
3 16 76 120 -196 36 120 -196 76 120 -179.4626
4 16 -36 120 -196 -76 120 -179.4626 76 120 -179.4626 36 120 -196
3 16 -76 120 -196 -76 120 -179.4626 -36 120 -196
4 16 76 116.0206 -159.4408 76 120 -179.4626 -76 120 -179.4626 -76 116.0206 -159.4408
4 16 -76 116.0206 -159.4408 -76 110.7864 -144 76 110.7864 -144 76 116.0206 -159.4408
3 16 -76 120 -179.4626 -76 120 -144 -76 116.0206 -159.4408
3 16 -76 116.0206 -159.4408 -76 120 -144 -76 110.7864 -144
3 16 76 120 -179.4626 76 116.0206 -159.4408 76 120 -144
3 16 76 120 -144 76 116.0206 -159.4408 76 110.7864 -144
3 16 -41 118.5563 -167.8011 -41 118.5563 -172.1989 -41 117.6823 -167.8011
3 16 -39 117.6823 -167.8011 -39 118.5563 -172.1989 -39 118.5563 -167.8011
3 16 -41 113.5657 -144 -41 113.5657 -152.1989 -41 110.7864 -144
3 16 -39 113.5657 -152.1989 -39 113.5657 -144 -39 110.7864 -144
3 16 1 118.5563 -172.1989 1 118.5563 -167.8011 1 117.6823 -167.8011
3 16 -1 118.5563 -172.1989 -1 117.6823 -167.8011 -1 118.5563 -167.8011
3 16 1 113.5657 -152.1989 1 113.5657 -144 1 110.7864 -144
3 16 -1 113.5657 -144 -1 113.5657 -152.1989 -1 110.7864 -144
3 16 41 118.5563 -172.1989 41 118.5563 -167.8011 41 117.6823 -167.8011
3 16 39 118.5563 -172.1989 39 117.6823 -167.8011 39 118.5563 -167.8011
3 16 41 113.5657 -152.1989 41 113.5657 -144 41 110.7864 -144
3 16 39 113.5657 -144 39 113.5657 -152.1989 39 110.7864 -144
0 // Edges
2 24 -66 116.1317 -160 -65.8888 116.0206 -159.4408
2 24 -65.8888 116.0206 -159.4408 -65.5434 115.4318 -157.7038
2 24 -65.5434 115.4318 -157.7038 -64.2426 114.772 -155.7574
2 24 -64.2426 114.772 -155.7574 -62.2962 114.331 -154.4566
2 24 -62.2962 114.331 -154.4566 -60 114.1763 -154
2 24 -60 114.1763 -154 -57.7038 114.331 -154.4566
2 24 -57.7038 114.331 -154.4566 -55.7574 114.772 -155.7574
2 24 -55.7574 114.772 -155.7574 -54.4566 115.4318 -157.7038
2 24 -54.4566 115.4318 -157.7038 -54.1112 116.0206 -159.4408
2 24 -54.1112 116.0206 -159.4408 -54 116.1317 -160
2 24 -46 116.1317 -160 -45.8888 116.0206 -159.4408
2 24 -45.8888 116.0206 -159.4408 -45.5434 115.4318 -157.7038
2 24 -45.5434 115.4318 -157.7038 -44.2426 114.772 -155.7574
2 24 -44.2426 114.772 -155.7574 -42.2962 114.331 -154.4566
2 24 -42.2962 114.331 -154.4566 -40 114.1763 -154
2 24 -40 114.1763 -154 -37.7038 114.331 -154.4566
2 24 -37.7038 114.331 -154.4566 -35.7574 114.772 -155.7574
2 24 -35.7574 114.772 -155.7574 -34.4566 115.4318 -157.7038
2 24 -34.4566 115.4318 -157.7038 -34.1112 116.0206 -159.4408
2 24 -34.1112 116.0206 -159.4408 -34 116.1317 -160
2 24 -26 116.1317 -160 -25.8888 116.0206 -159.4408
2 24 -25.8888 116.0206 -159.4408 -25.5434 115.4318 -157.7038
2 24 -25.5434 115.4318 -157.7038 -24.2426 114.772 -155.7574
2 24 -24.2426 114.772 -155.7574 -22.2962 114.331 -154.4566
2 24 -22.2962 114.331 -154.4566 -20 114.1763 -154
2 24 -20 114.1763 -154 -17.7038 114.331 -154.4566
2 24 -17.7038 114.331 -154.4566 -15.7574 114.772 -155.7574
2 24 -15.7574 114.772 -155.7574 -14.4566 115.4318 -157.7038
2 24 -14.4566 115.4318 -157.7038 -14.1112 116.0206 -159.4408
2 24 -14.1112 116.0206 -159.4408 -14 116.1317 -160
2 24 -6 116.1317 -160 -5.8888 116.0206 -159.4408
2 24 -5.8888 116.0206 -159.4408 -5.5434 115.4318 -157.7038
2 24 -5.5434 115.4318 -157.7038 -4.2426 114.772 -155.7574
2 24 -4.2426 114.772 -155.7574 -2.2962 114.331 -154.4566
2 24 -2.2962 114.331 -154.4566 0 114.1763 -154
2 24 0 114.1763 -154 2.2962 114.331 -154.4566
2 24 2.2962 114.331 -154.4566 4.2426 114.772 -155.7574
2 24 4.2426 114.772 -155.7574 5.5434 115.4318 -157.7038
2 24 5.5434 115.4318 -157.7038 5.8888 116.0206 -159.4408
2 24 5.8888 116.0206 -159.4408 6 116.1317 -160
2 24 14 116.1317 -160 14.1112 116.0206 -159.4408
2 24 14.1112 116.0206 -159.4408 14.4566 115.4318 -157.7038
2 24 14.4566 115.4318 -157.7038 15.7574 114.772 -155.7574
2 24 15.7574 114.772 -155.7574 17.7038 114.331 -154.4566
2 24 17.7038 114.331 -154.4566 20 114.1763 -154
2 24 20 114.1763 -154 22.2962 114.331 -154.4566
2 24 22.2962 114.331 -154.4566 24.2426 114.772 -155.7574
2 24 24.2426 114.772 -155.7574 25.5434 115.4318 -157.7038
2 24 25.5434 115.4318 -157.7038 25.8888 116.0206 -159.4408
2 24 25.8888 116.0206 -159.4408 26 116.1317 -160
2 24 34 116.1317 -160 34.1112 116.0206 -159.4408
2 24 34.1112 116.0206 -159.4408 34.4566 115.4318 -157.7038
2 24 34.4566 115.4318 -157.7038 35.7574 114.772 -155.7574
2 24 35.7574 114.772 -155.7574 37.7038 114.331 -154.4566
2 24 37.7038 114.331 -154.4566 40 114.1763 -154
2 24 40 114.1763 -154 42.2962 114.331 -154.4566
2 24 42.2962 114.331 -154.4566 44.2426 114.772 -155.7574
2 24 44.2426 114.772 -155.7574 45.5434 115.4318 -157.7038
2 24 45.5434 115.4318 -157.7038 45.8888 116.0206 -159.4408
2 24 45.8888 116.0206 -159.4408 46 116.1317 -160
2 24 54 116.1317 -160 54.1112 116.0206 -159.4408
2 24 54.1112 116.0206 -159.4408 54.4566 115.4318 -157.7038
2 24 54.4566 115.4318 -157.7038 55.7574 114.772 -155.7574
2 24 55.7574 114.772 -155.7574 57.7038 114.331 -154.4566
2 24 57.7038 114.331 -154.4566 60 114.1763 -154
2 24 60 114.1763 -154 62.2962 114.331 -154.4566
2 24 62.2962 114.331 -154.4566 64.2426 114.772 -155.7574
2 24 64.2426 114.772 -155.7574 65.5434 115.4318 -157.7038
2 24 65.5434 115.4318 -157.7038 65.8888 116.0206 -159.4408
2 24 65.8888 116.0206 -159.4408 66 116.1317 -160
2 24 -60 117.7218 -168 -63.0616 117.6008 -167.3912
2 24 -63.0616 117.6008 -167.3912 -65.6568 117.256 -165.6568
2 24 -65.6568 117.256 -165.6568 -67.3912 116.7402 -163.0616
2 24 -67.3912 116.7402 -163.0616 -68 116.1317 -160
2 24 -68 116.1317 -160 -67.8888 116.0206 -159.4408
2 24 -67.8888 116.0206 -159.4408 -67.3912 115.1723 -156.9384
2 24 -67.3912 115.1723 -156.9384 -65.6568 114.2926 -154.3432
2 24 -65.6568 114.2926 -154.3432 -63.0616 113.7047 -152.6088
2 24 -63.0616 113.7047 -152.6088 -60 113.4983 -152
2 24 -60 113.4983 -152 -56.9384 113.7047 -152.6088
2 24 -56.9384 113.7047 -152.6088 -54.3432 114.2926 -154.3432
2 24 -54.3432 114.2926 -154.3432 -52.6088 115.1723 -156.9384
2 24 -52.6088 115.1723 -156.9384 -52.1112 116.0206 -159.4408
2 24 -52.1112 116.0206 -159.4408 -52 116.1317 -160
2 24 -52 116.1317 -160 -52.6088 116.7402 -163.0616
2 24 -52.6088 116.7402 -163.0616 -54.3432 117.256 -165.6568
2 24 -54.3432 117.256 -165.6568 -56.9384 117.6008 -167.3912
2 24 -56.9384 117.6008 -167.3912 -60 117.7218 -168
2 24 -41 117.6823 -167.8011 -43.0616 117.6008 -167.3912
2 24 -43.0616 117.6008 -167.3912 -45.6568 117.256 -165.6568
2 24 -45.6568 117.256 -165.6568 -47.3912 116.7402 -163.0616
2 24 -47.3912 116.7402 -163.0616 -48 116.1317 -160
2 24 -48 116.1317 -160 -47.8888 116.0206 -159.4408
2 24 -47.8888 116.0206 -159.4408 -47.3912 115.1723 -156.9384
2 24 -47.3912 115.1723 -156.9384 -45.6568 114.2926 -154.3432
2 24 -45.6568 114.2926 -154.3432 -43.0616 113.7047 -152.6088
2 24 -43.0616 113.7047 -152.6088 -41 113.5657 -152.1989
2 24 -39 113.5657 -152.1989 -36.9384 113.7047 -152.6088
2 24 -36.9384 113.7047 -152.6088 -34.3432 114.2926 -154.3432
2 24 -34.3432 114.2926 -154.3432 -32.6088 115.1723 -156.9384
2 24 -32.6088 115.1723 -156.9384 -32.1112 116.0206 -159.4408
2 24 -32.1112 116.0206 -159.4408 -32 116.1317 -160
2 24 -32 116.1317 -160 -32.6088 116.7402 -163.0616
2 24 -32.6088 116.7402 -163.0616 -34.3432 117.256 -165.6568
2 24 -34.3432 117.256 -165.6568 -36.9384 117.6008 -167.3912
2 24 -36.9384 117.6008 -167.3912 -39 117.6823 -167.8011
2 24 -20 117.7218 -168 -23.0616 117.6008 -167.3912
2 24 -23.0616 117.6008 -167.3912 -25.6568 117.256 -165.6568
2 24 -25.6568 117.256 -165.6568 -27.3912 116.7402 -163.0616
2 24 -27.3912 116.7402 -163.0616 -28 116.1317 -160
2 24 -28 116.1317 -160 -27.8888 116.0206 -159.4408
2 24 -27.8888 116.0206 -159.4408 -27.3912 115.1723 -156.9384
2 24 -27.3912 115.1723 -156.9384 -25.6568 114.2926 -154.3432
2 24 -25.6568 114.2926 -154.3432 -23.0616 113.7047 -152.6088
2 24 -23.0616 113.7047 -152.6088 -20 113.4983 -152
2 24 -20 113.4983 -152 -16.9384 113.7047 -152.6088
2 24 -16.9384 113.7047 -152.6088 -14.3432 114.2926 -154.3432
2 24 -14.3432 114.2926 -154.3432 -12.6088 115.1723 -156.9384
2 24 -12.6088 115.1723 -156.9384 -12.1112 116.0206 -159.4408
2 24 -12.1112 116.0206 -159.4408 -12 116.1317 -160
2 24 -12 116.1317 -160 -12.6088 116.7402 -163.0616
2 24 -12.6088 116.7402 -163.0616 -14.3432 117.256 -165.6568
2 24 -14.3432 117.256 -165.6568 -16.9384 117.6008 -167.3912
2 24 -16.9384 117.6008 -167.3912 -20 117.7218 -168
2 24 -1 117.6823 -167.8011 -3.0616 117.6008 -167.3912
2 24 -3.0616 117.6008 -167.3912 -5.6568 117.256 -165.6568
2 24 -5.6568 117.256 -165.6568 -7.3912 116.7402 -163.0616
2 24 -7.3912 116.7402 -163.0616 -8 116.1317 -160
2 24 -8 116.1317 -160 -7.8888 116.0206 -159.4408
2 24 -7.8888 116.0206 -159.4408 -7.3912 115.1723 -156.9384
2 24 -7.3912 115.1723 -156.9384 -5.6568 114.2926 -154.3432
2 24 -5.6568 114.2926 -154.3432 -3.0616 113.7047 -152.6088
2 24 -3.0616 113.7047 -152.6088 -1 113.5657 -152.1989
2 24 1 113.5657 -152.1989 3.0616 113.7047 -152.6088
2 24 3.0616 113.7047 -152.6088 5.6568 114.2926 -154.3432
2 24 5.6568 114.2926 -154.3432 7.3912 115.1723 -156.9384
2 24 7.3912 115.1723 -156.9384 7.8888 116.0206 -159.4408
2 24 7.8888 116.0206 -159.4408 8 116.1317 -160
2 24 8 116.1317 -160 7.3912 116.7402 -163.0616
2 24 7.3912 116.7402 -163.0616 5.6568 117.256 -165.6568
2 24 5.6568 117.256 -165.6568 3.0616 117.6008 -167.3912
2 24 3.0616 117.6008 -167.3912 1 117.6823 -167.8011
2 24 20 117.7218 -168 16.9384 117.6008 -167.3912
2 24 16.9384 117.6008 -167.3912 14.3432 117.256 -165.6568
2 24 14.3432 117.256 -165.6568 12.6088 116.7402 -163.0616
2 24 12.6088 116.7402 -163.0616 12 116.1317 -160
2 24 12 116.1317 -160 12.1112 116.0206 -159.4408
2 24 12.1112 116.0206 -159.4408 12.6088 115.1723 -156.9384
2 24 12.6088 115.1723 -156.9384 14.3432 114.2926 -154.3432
2 24 14.3432 114.2926 -154.3432 16.9384 113.7047 -152.6088
2 24 16.9384 113.7047 -152.6088 20 113.4983 -152
2 24 20 113.4983 -152 23.0616 113.7047 -152.6088
2 24 23.0616 113.7047 -152.6088 25.6568 114.2926 -154.3432
2 24 25.6568 114.2926 -154.3432 27.3912 115.1723 -156.9384
2 24 27.3912 115.1723 -156.9384 27.8888 116.0206 -159.4408
2 24 27.8888 116.0206 -159.4408 28 116.1317 -160
2 24 28 116.1317 -160 27.3912 116.7402 -163.0616
2 24 27.3912 116.7402 -163.0616 25.6568 117.256 -165.6568
2 24 25.6568 117.256 -165.6568 23.0616 117.6008 -167.3912
2 24 23.0616 117.6008 -167.3912 20 117.7218 -168
2 24 39 117.6823 -167.8011 36.9384 117.6008 -167.3912
2 24 36.9384 117.6008 -167.3912 34.3432 117.256 -165.6568
2 24 34.3432 117.256 -165.6568 32.6088 116.7402 -163.0616
2 24 32.6088 116.7402 -163.0616 32 116.1317 -160
2 24 32 116.1317 -160 32.1112 116.0206 -159.4408
2 24 32.1112 116.0206 -159.4408 32.6088 115.1723 -156.9384
2 24 32.6088 115.1723 -156.9384 34.3432 114.2926 -154.3432
2 24 34.3432 114.2926 -154.3432 36.9384 113.7047 -152.6088
2 24 36.9384 113.7047 -152.6088 39 113.5657 -152.1989
2 24 41 113.5657 -152.1989 43.0616 113.7047 -152.6088
2 24 43.0616 113.7047 -152.6088 45.6568 114.2926 -154.3432
2 24 45.6568 114.2926 -154.3432 47.3912 115.1723 -156.9384
2 24 47.3912 115.1723 -156.9384 47.8888 116.0206 -159.4408
2 24 47.8888 116.0206 -159.4408 48 116.1317 -160
2 24 48 116.1317 -160 47.3912 116.7402 -163.0616
2 24 47.3912 116.7402 -163.0616 45.6568 117.256 -165.6568
2 24 45.6568 117.256 -165.6568 43.0616 117.6008 -167.3912
2 24 43.0616 117.6008 -167.3912 41 117.6823 -167.8011
2 24 60 117.7218 -168 56.9384 117.6008 -167.3912
2 24 56.9384 117.6008 -167.3912 54.3432 117.256 -165.6568
2 24 54.3432 117.256 -165.6568 52.6088 116.7402 -163.0616
2 24 52.6088 116.7402 -163.0616 52 116.1317 -160
2 24 52 116.1317 -160 52.1112 116.0206 -159.4408
2 24 52.1112 116.0206 -159.4408 52.6088 115.1723 -156.9384
2 24 52.6088 115.1723 -156.9384 54.3432 114.2926 -154.3432
2 24 54.3432 114.2926 -154.3432 56.9384 113.7047 -152.6088
2 24 56.9384 113.7047 -152.6088 60 113.4983 -152
2 24 60 113.4983 -152 63.0616 113.7047 -152.6088
2 24 63.0616 113.7047 -152.6088 65.6568 114.2926 -154.3432
2 24 65.6568 114.2926 -154.3432 67.3912 115.1723 -156.9384
2 24 67.3912 115.1723 -156.9384 67.8888 116.0206 -159.4408
2 24 67.8888 116.0206 -159.4408 68 116.1317 -160
2 24 68 116.1317 -160 67.3912 116.7402 -163.0616
2 24 67.3912 116.7402 -163.0616 65.6568 117.256 -165.6568
2 24 65.6568 117.256 -165.6568 63.0616 117.6008 -167.3912
2 24 63.0616 117.6008 -167.3912 60 117.7218 -168
2 24 -76 120 -196 -76 120 -179.4626
2 24 -76 120 -179.4626 -76 116.0206 -159.4408
2 24 -76 116.0206 -159.4408 -76 110.7864 -144
2 24 76 110.7864 -144 76 116.0206 -159.4408
2 24 76 116.0206 -159.4408 76 120 -179.4626
2 24 76 120 -179.4626 76 120 -196
2 24 -41 133 -167.8011 -40 133 -168
2 24 -40 133 -168 -39 133 -167.8011
2 24 -41 133 -172.1989 -40 133 -172
2 24 -40 133 -172 -39 133 -172.1989
2 24 1 133 -167.8011 0 133 -168
2 24 0 133 -168 -1 133 -167.8011
2 24 1 133 -172.1989 0 133 -172
2 24 0 133 -172 -1 133 -172.1989
2 24 41 133 -167.8011 40 133 -168
2 24 40 133 -168 39 133 -167.8011
2 24 41 133 -172.1989 40 133 -172
2 24 40 133 -172 39 133 -172.1989
2 24 -41 133 -172.1989 -41 118.5563 -172.1989
2 24 -39 133 -172.1989 -39 118.5563 -172.1989
2 24 -41 133 -167.8011 -41 117.6823 -167.8011
2 24 -39 133 -167.8011 -39 117.6823 -167.8011
2 24 -41 113.5657 -144 -41 110.7864 -144
2 24 -39 113.5657 -144 -39 110.7864 -144
2 24 1 133 -172.1989 1 118.5563 -172.1989
2 24 -1 133 -172.1989 -1 118.5563 -172.1989
2 24 1 133 -167.8011 1 117.6823 -167.8011
2 24 -1 133 -167.8011 -1 117.6823 -167.8011
2 24 1 113.5657 -144 1 110.7864 -144
2 24 -1 113.5657 -144 -1 110.7864 -144
2 24 41 133 -172.1989 41 118.5563 -172.1989
2 24 39 133 -172.1989 39 118.5563 -172.1989
2 24 41 133 -167.8011 41 117.6823 -167.8011
2 24 39 133 -167.8011 39 117.6823 -167.8011
2 24 41 113.5657 -144 41 110.7864 -144
2 24 39 113.5657 -144 39 110.7864 -144
2 24 -68 120 -180 -67.8931 120 -179.4626
2 24 -67.8931 120 -179.4626 -67.3912 119.4983 -176.9384
2 24 -67.3912 119.4983 -176.9384 -65.6568 118.9825 -174.3432
2 24 -65.6568 118.9825 -174.3432 -63.0616 118.6378 -172.6088
2 24 -63.0616 118.6378 -172.6088 -60 118.5168 -172
2 24 -60 118.5168 -172 -56.9384 118.6378 -172.6088
2 24 -56.9384 118.6378 -172.6088 -54.3432 118.9825 -174.3432
2 24 -54.3432 118.9825 -174.3432 -52.6088 119.4983 -176.9384
2 24 -52.6088 119.4983 -176.9384 -52.1069 120 -179.4626
2 24 -52.1069 120 -179.4626 -52 120 -180
2 24 -41 118.5563 -172.1989 -41 117.6823 -167.8011
2 24 -48 120 -180 -47.8931 120 -179.4626
2 24 -47.8931 120 -179.4626 -47.3912 119.4983 -176.9384
2 24 -47.3912 119.4983 -176.9384 -45.6568 118.9825 -174.3432
2 24 -45.6568 118.9825 -174.3432 -43.0616 118.6378 -172.6088
2 24 -43.0616 118.6378 -172.6088 -41 118.5563 -172.1989
2 24 -32.1069 120 -179.4626 -32 120 -180
2 24 -39 118.5563 -172.1989 -39 117.6823 -167.8011
2 24 -39 118.5563 -172.1989 -36.9384 118.6378 -172.6088
2 24 -36.9384 118.6378 -172.6088 -34.3432 118.9825 -174.3432
2 24 -34.3432 118.9825 -174.3432 -32.6088 119.4983 -176.9384
2 24 -32.6088 119.4983 -176.9384 -32.1069 120 -179.4626
2 24 -28 120 -180 -27.8931 120 -179.4626
2 24 -27.8931 120 -179.4626 -27.3912 119.4983 -176.9384
2 24 -27.3912 119.4983 -176.9384 -25.6568 118.9825 -174.3432
2 24 -25.6568 118.9825 -174.3432 -23.0616 118.6378 -172.6088
2 24 -23.0616 118.6378 -172.6088 -20 118.5168 -172
2 24 -20 118.5168 -172 -16.9384 118.6378 -172.6088
2 24 -16.9384 118.6378 -172.6088 -14.3432 118.9825 -174.3432
2 24 -14.3432 118.9825 -174.3432 -12.6088 119.4983 -176.9384
2 24 -12.6088 119.4983 -176.9384 -12.1069 120 -179.4626
2 24 -12.1069 120 -179.4626 -12 120 -180
2 24 -1 118.5563 -172.1989 -1 117.6823 -167.8011
2 24 -8 120 -180 -7.8931 120 -179.4626
2 24 -7.8931 120 -179.4626 -7.3912 119.4983 -176.9384
2 24 -7.3912 119.4983 -176.9384 -5.6568 118.9825 -174.3432
2 24 -5.6568 118.9825 -174.3432 -3.0616 118.6378 -172.6088
2 24 -3.0616 118.6378 -172.6088 -1 118.5563 -172.1989
2 24 1 118.5563 -172.1989 1 117.6823 -167.8011
2 24 1 118.5563 -172.1989 3.0616 118.6378 -172.6088
2 24 3.0616 118.6378 -172.6088 5.6568 118.9825 -174.3432
2 24 5.6568 118.9825 -174.3432 7.3912 119.4983 -176.9384
2 24 7.3912 119.4983 -176.9384 7.8931 120 -179.4626
2 24 7.8931 120 -179.4626 8 120 -180
2 24 12 120 -180 12.1069 120 -179.4626
2 24 12.1069 120 -179.4626 12.6088 119.4983 -176.9384
2 24 12.6088 119.4983 -176.9384 14.3432 118.9825 -174.3432
2 24 14.3432 118.9825 -174.3432 16.9384 118.6378 -172.6088
2 24 16.9384 118.6378 -172.6088 20 118.5168 -172
2 24 20 118.5168 -172 23.0616 118.6378 -172.6088
2 24 23.0616 118.6378 -172.6088 25.6568 118.9825 -174.3432
2 24 25.6568 118.9825 -174.3432 27.3912 119.4983 -176.9384
2 24 27.3912 119.4983 -176.9384 27.8931 120 -179.4626
2 24 27.8931 120 -179.4626 28 120 -180
2 24 39 118.5563 -172.1989 39 117.6823 -167.8011
2 24 32 120 -180 32.1069 120 -179.4626
2 24 32.1069 120 -179.4626 32.6088 119.4983 -176.9384
2 24 32.6088 119.4983 -176.9384 34.3432 118.9825 -174.3432
2 24 34.3432 118.9825 -174.3432 36.9384 118.6378 -172.6088
2 24 36.9384 118.6378 -172.6088 39 118.5563 -172.1989
2 24 41 118.5563 -172.1989 41 117.6823 -167.8011
2 24 41 118.5563 -172.1989 43.0616 118.6378 -172.6088
2 24 43.0616 118.6378 -172.6088 45.6568 118.9825 -174.3432
2 24 45.6568 118.9825 -174.3432 47.3912 119.4983 -176.9384
2 24 47.3912 119.4983 -176.9384 47.8931 120 -179.4626
2 24 47.8931 120 -179.4626 48 120 -180
2 24 52 120 -180 52.1069 120 -179.4626
2 24 52.1069 120 -179.4626 52.6088 119.4983 -176.9384
2 24 52.6088 119.4983 -176.9384 54.3432 118.9825 -174.3432
2 24 54.3432 118.9825 -174.3432 56.9384 118.6378 -172.6088
2 24 56.9384 118.6378 -172.6088 60 118.5168 -172
2 24 60 118.5168 -172 63.0616 118.6378 -172.6088
2 24 63.0616 118.6378 -172.6088 65.6568 118.9825 -174.3432
2 24 65.6568 118.9825 -174.3432 67.3912 119.4983 -176.9384
2 24 67.3912 119.4983 -176.9384 67.8931 120 -179.4626
2 24 67.8931 120 -179.4626 68 120 -180
2 24 -66 120 -180 -65.8932 120 -179.4626
2 24 -65.8932 120 -179.4626 -65.5434 119.6504 -177.7038
2 24 -65.5434 119.6504 -177.7038 -64.2426 119.2636 -175.7574
2 24 -64.2426 119.2636 -175.7574 -62.2962 119.005 -174.4566
2 24 -62.2962 119.005 -174.4566 -60 118.9143 -174
2 24 -60 118.9143 -174 -57.7038 119.005 -174.4566
2 24 -57.7038 119.005 -174.4566 -55.7574 119.2636 -175.7574
2 24 -55.7574 119.2636 -175.7574 -54.4566 119.6504 -177.7038
